XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;SHOUG800-TESX9-347; O bag .capsule ecobag 19;13; tracolla 80 tessuto;SHOUG800;TESX9;347;cedro;cedro;
CodeBarre;SHOUG800-TESX9-076; O bag .capsule ecobag 19;13; tracolla 80 tessuto;SHOUG800;TESX9;076;rosso;red;
CodeBarre;SHOUWG00-TES20-055; O bag .capsule ecobag 19;14; tracolla new generico stretta;SHOUWG00;TES20;055;nero;black;
CodeBarre;ACCEP006-TESW2-227; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESW2;227;bianco/nero;white/black;
CodeBarre;ACCEP006-TESW2-607; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESW2;607;fucsia fluo/nero;fucsia fluo/black;
CodeBarre;ACCEP006-TESW2-233; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESW2;233;bluette/nero;bluette/black;
CodeBarre;ACCEP006-TESW2-606; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESW2;606;giallo fluo/nero;yellow fluo/black;
CodeBarre;ACCEP006-TESX9-017; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESX9;017;blu navy;blue navy;
CodeBarre;ACCEP006-TESX9-133; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESX9;133;grigio chiaro;light grey;
CodeBarre;ACCEP006-TESX9-055; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESX9;055;nero;black;
CodeBarre;ACCEP006-TESX9-347; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESX9;347;cedro;cedro;
CodeBarre;ACCEP006-TESX9-076; O bag .capsule ecobag 19;18; accessori pochette con;ACCEP006;TESX9;076;rosso;red;
