XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en
XXX;;;;;;;;;
XXX;ATTENTION au format des colonnes !;;;;;;;;
XXX;Avant toute edition, changer les formats des colonnes suivantes :;;;;;;;;
XXX;Code Barre :;; numerique sans decimales;;;;;;
XXX;Code Couleur :;;" numerique format ""000""";;;;;;
XXX;;;;;;;;;
8050846061286;SHOUCH02-PLS00-008; O bag spring 19;22; Tracolla maxi catena;SHOUCH02;PLS00;8;bianco;white
8050846061293;SHOUCH02-PLS00-088; O bag spring 19;22; Tracolla maxi catena;SHOUCH02;PLS00;88;turchese;turquoise
8050846061262;SHOUCH02-PLS00-017; O bag spring 19;22; Tracolla maxi catena;SHOUCH02;PLS00;17;blu navy;blue navy
8050846061279;SHOUCH02-PLS00-224; O bag spring 19;22; Tracolla maxi catena;SHOUCH02;PLS00;224;verde inglese;english green
8050846061255;SHOUCH02-PLS00-055; O bag spring 19;22; Tracolla maxi catena;SHOUCH02;PLS00;55;nero;black
8050846061309;SHOUCH02-PLS00-588; O bag spring 19;22; Tracolla maxi catena;SHOUCH02;PLS00;588;orchidea;orchid
8050846061163;HLESCE01-ECS07-017; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECS07;17;blu navy + argento;blue navy + silver
8050846061187;HLESCE01-ECS07-224; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECS07;224;verde inglese + argento;english green + silver
8050846061194;HLESCE01-ECS07-048; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECS07;48;mattone + argento;brick + silver
CodeBarre;HLESCE01-ECS07-048; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECS07;48;rosa smoke + argento;rosa smoke + silver
CodeBarre;HLESCE01-ECS07-048; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECS07;48;grigio chiaro + argento;grigio chiaro + silver
