XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;OBAGBN41-TES20-003; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;003;arancione;orange
CodeBarre;OBAGBN41-TES20-008; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;008;bianco;white
CodeBarre;OBAGBN41-TES20-026; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;026;cobalto;cobalt
CodeBarre;OBAGBN41-TES20-044; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;044;lime;lime
CodeBarre;OBAGBN41-TES20-055; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;055;nero;black
CodeBarre;OBAGBN41-TES20-078; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;078;sabbia;sand
CodeBarre;OBAGBN41-TES20-183; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;183;viola;violet
CodeBarre;OBAGBN41-TES20-600; O bag .capsule soft 19;6; scocca completo O sweet;OBAGBN41;TES20;600;cipria metal;pink metal
CodeBarre;OBAGB049-TES20-003; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;003;arancione;orange
CodeBarre;OBAGB049-TES20-008; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;008;bianco;white
CodeBarre;OBAGB049-TES20-026; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;026;cobalto;cobalt
CodeBarre;OBAGB049-TES20-044; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;044;lime;lime
CodeBarre;OBAGB049-TES20-055; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;055;nero;black
CodeBarre;OBAGB049-TES20-078; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;078;sabbia;sand
CodeBarre;OBAGB049-TES20-183; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;183;viola;violet
CodeBarre;OBAGB049-TES20-600; O bag .capsule soft 19;7; scocca completo O maxi;OBAGB049;TES20;600;cipria metal;pink metal
CodeBarre;OBAGBW40-TES20-003; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;003;arancione;orange
CodeBarre;OBAGBW40-TES20-008; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;008;bianco;white
CodeBarre;OBAGBW40-TES20-026; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;026;cobalto;cobalt
CodeBarre;OBAGBW40-TES20-044; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;044;lime;lime
CodeBarre;OBAGBW40-TES20-055; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;055;nero;black
CodeBarre;OBAGBW40-TES20-078; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;078;sabbia;sand
CodeBarre;OBAGBW40-TES20-183; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;183;viola;violet
CodeBarre;OBAGBW40-TES20-600; O bag .capsule soft 19;8; scocca completo O mild;OBAGBW40;TES20;600;cipria metal;pink metal
CodeBarre;OBAGB050-TES20-003; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;003;arancione;orange
CodeBarre;OBAGB050-TES20-008; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;008;bianco;white
CodeBarre;OBAGB050-TES20-026; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;026;cobalto;cobalt
CodeBarre;OBAGB050-TES20-044; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;044;lime;lime
CodeBarre;OBAGB050-TES20-055; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;055;nero;black
CodeBarre;OBAGB050-TES20-078; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;078;sabbia;sand
CodeBarre;OBAGB050-TES20-183; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;183;viola;violet
CodeBarre;OBAGB050-TES20-600; O bag .capsule soft 19;9; scocca completo O smooth mini;OBAGB050;TES20;600;cipria metal;pink metal
CodeBarre;OBAGBW44-TES20-003; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;003;arancione;orange
CodeBarre;OBAGBW44-TES20-008; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;008;bianco;white
CodeBarre;OBAGBW44-TES20-026; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;026;cobalto;cobalt
CodeBarre;OBAGBW44-TES20-044; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;044;lime;lime
CodeBarre;OBAGBW44-TES20-055; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;055;nero;black
CodeBarre;OBAGBW44-TES20-078; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;078;sabbia;sand
CodeBarre;OBAGBW44-TES20-183; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;183;viola;violet
CodeBarre;OBAGBW44-TES20-600; O bag .capsule soft 19;10; scocca completo O easy;OBAGBW44;TES20;600;cipria metal;pink metal
CodeBarre;HLESG018-TES20-003; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;003;arancione;orange
CodeBarre;HLESG018-TES20-008; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;008;bianco;white
CodeBarre;HLESG018-TES20-026; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;026;cobalto;cobalt
CodeBarre;HLESG018-TES20-044; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;044;lime;lime
CodeBarre;HLESG018-TES20-055; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;055;nero;black
CodeBarre;HLESG018-TES20-078; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;078;sabbia;sand
CodeBarre;HLESG018-TES20-183; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;183;viola;violet
CodeBarre;HLESG018-TES20-600; O bag .capsule soft 19;14; manico lungo generico;HLESG018;TES20;600;cipria metal;pink metal
CodeBarre;HLESGC20-TES20-003; O bag .capsule soft 19;15; manico corto generico;HLESGC20;TES20;003;arancione;orange
CodeBarre;HLESGC20-TES20-008; O bag .capsule soft 19;15; manico corto generico;HLESGC20;TES20;008;bianco;white
CodeBarre;HLESGC20-TES20-026; O bag .capsule soft 19;15; manico corto generico;HLESGC20;TES20;026;cobalto;cobalt
CodeBarre;HLESGC20-TES20-044; O bag .capsule soft 19;15; manico corto generico;HLESGC20;TES20;044;lime;lime
