XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en
XXX;;;;;;;;;
XXX;ATTENTION au format des colonnes !;;;;;;;;
XXX;Avant toute edition, changer les formats des colonnes suivantes :;;;;;;;;
XXX;Code Barre :;; numerique sans decimales;;;;;;
XXX;Code Couleur :;;" numerique format ""000""";;;;;;
CodeBarre;OCLKS007-SIS01-055; O bag 2018 .continuativo carry over;51; O clock cinturino silicone;OCLKS007;SIS01;55;nero;black
CodeBarre;OCLKD101-MES06-055; O bag 2018 .continuativo carry over;52; meccanismo great tone on;OCLKD101;MES06;55;nero;black
CodeBarre;OCLKD101-MES06-008; O bag 2018 .continuativo carry over;52; meccanismo great tone on;OCLKD101;MES06;8;bianco;white
CodeBarre;OCLKD101-MES06-039; O bag 2018 .continuativo carry over;52; meccanismo great tone on;OCLKD101;MES06;39;grigio;great
CodeBarre;OCLKD101-MES06-009; O bag 2018 .continuativo carry over;52; meccanismo great tone on;OCLKD101;MES06;9;blu;blue
CodeBarre;OCLKD101-MES06-055; O bag 2018 .continuativo carry over;52; meccanismo great tone on;OCLKD101;MES06;55;nero;black
CodeBarre;OCLKD104-MES06-008; O bag 2018 .continuativo carry over;53; meccanismo great date tone;OCLKD104;MES06;8;bianco;white
CodeBarre;OCLKD104-MES06-071; O bag 2018 .continuativo carry over;53; meccanismo great date tone;OCLKD104;MES06;71;roccia;rock
CodeBarre;OCLKD104-MES06-059; O bag 2018 .continuativo carry over;53; meccanismo great date tone;OCLKD104;MES06;59;oceano;ocean
CodeBarre;OCLKD104-MES06-041; O bag 2018 .continuativo carry over;53; meccanismo great date tone;OCLKD104;MES06;41;grigio scuro;dark grey
CodeBarre;OCLKD104-MES06-055; O bag 2018 .continuativo carry over;53; meccanismo great date tone;OCLKD104;MES06;55;nero;black
CodeBarre;OCLKS107-SIS01-143; O bag 2018 .continuativo carry over;56; O clock cinturino great;OCLKS107;SIS01;143;neve;snow white
CodeBarre;OCLKS107-SIS01-059; O bag 2018 .continuativo carry over;56; O clock cinturino great;OCLKS107;SIS01;59;oceano;ocean
CodeBarre;OCLKS107-SIS01-086; O bag 2018 .continuativo carry over;56; O clock cinturino great;OCLKS107;SIS01;86;tortora;dove-grey
CodeBarre;OCLKS107-SIS01-071; O bag 2018 .continuativo carry over;56; O clock cinturino great;OCLKS107;SIS01;71;roccia;rock
CodeBarre;OCLKS107-SIS01-055; O bag 2018 .continuativo carry over;56; O clock cinturino great;OCLKS107;SIS01;55;nero;black
CodeBarre;OBRCF002-SIS01-143; O bag 2018 .continuativo carry over;57; O bracelet flower slim;OBRCF002;SIS01;143;neve;snow white
CodeBarre;OBRCF002-SIS01-059; O bag 2018 .continuativo carry over;57; O bracelet flower slim;OBRCF002;SIS01;59;oceano;ocean
CodeBarre;OBRCF002-SIS01-086; O bag 2018 .continuativo carry over;57; O bracelet flower slim;OBRCF002;SIS01;86;tortora;dove-grey
CodeBarre;OBRCF002-SIS01-071; O bag 2018 .continuativo carry over;57; O bracelet flower slim;OBRCF002;SIS01;71;roccia;rock
CodeBarre;OBRCF002-SIS01-055; O bag 2018 .continuativo carry over;57; O bracelet flower slim;OBRCF002;SIS01;55;nero;black
CodeBarre;OBRCF003-SIS01-055; O bag 2018 .continuativo carry over;60; O bracelet flower big silicone;OBRCF003;SIS01;55;nero;black
CodeBarre;OBRCF003-SIS01-006; O bag 2018 .continuativo carry over;60; O bracelet flower big silicone;OBRCF003;SIS01;6;avorio;ivory
CodeBarre;OBRCF003-SIS01-017; O bag 2018 .continuativo carry over;60; O bracelet flower big silicone;OBRCF003;SIS01;17;blu navy;navy blue
CodeBarre;OBRCF003-SIS01-071; O bag 2018 .continuativo carry over;60; O bracelet flower big silicone;OBRCF003;SIS01;71;roccia;rock
CodeBarre;OBRCF003-SIS01-055; O bag 2018 .continuativo carry over;60; O bracelet flower big silicone;OBRCF003;SIS01;55;nero;black
CodeBarre;OHUGI002-ECS70-371; O bag 2018 .continuativo carry over;60; interno donna ecopelle con;OHUGI002;ECS70;371;latte;milk
