Code barre;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;038;grafite;graphite;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;8; scocca O moon EVA;OBAGB016;EVS00;071;roccia;rock;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;038;grafite;graphite;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;9; scocca O moon light EVA;OBAGB017;EVS00;071;roccia;rock;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;10; scocca O bag knit EVA;OBAGB031;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;11; scocca O bag knit mini EVA;OBAGB032;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;12; scocca O bag urban EVA;OBAGB033;EVS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;024;cioccolato;chocolate;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;071;roccia;rock;
CodeBarre; O bag fall 2018;13; scocca O bag glam EVA;OBAGB034;EVS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;038;grafite;graphite;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;071;roccia;rock;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;14; scocca sotto O pocket EVA;OBAGB206;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;540;curry;curry;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;15; scocca O pocket micro EVA;OBAGB024;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;18; scocca O pocket micro EVA;OBAGB024;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;18; scocca O pocket micro EVA;OBAGB024;EVS00;020;bronzo;bronze;
CodeBarre; O bag fall 2018;18; scocca O pocket micro EVA;OBAGB024;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;18; scocca O pocket micro EVA;OBAGB024;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;18; manico con fibbia rombo;HLESF300;PES00;093;vino;wine;
CodeBarre; O bag fall 2018;18; manico con fibbia rombo;HLESF300;PES00;009;blu;blue;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;026;cobalto;cobalt blue;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;082;tabacco;tobacco;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;183;viola;violet;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;093;vino;wine;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;135;peltro;pewter;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;042;legno;wood;
CodeBarre; O bag fall 2018;19; manico lungo ecopelle;HLESG000;ECS04;038;grafite;graphite;
CodeBarre; O bag fall 2018;20; manico lungo ecopelle con;HLESG000;ECS83;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;20; manico lungo ecopelle con;HLESG000;ECS83;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;21; manico lungo ecopelle con;HLESG000;ECS83;055;nero;black;
CodeBarre; O bag fall 2018;21; manico lungo componibile;HLESD000;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;21; manico lungo componibile;HLESD000;ECS00;055;nero;black;
CodeBarre; O bag fall 2018;21; manico lungo componibile;HLESD000;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;21; manico lungo componibile;HLESD000;ECS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;22; manico lungo componibile;HLESD000;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;22; manico lungo componibile;HLESD000;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;22; manico lungo componibile;HLESD000;ECS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;23; manico extra slim goccia;HLESX200;ECS00;052;muschio;moss green;
CodeBarre; O bag fall 2018;23; manico lungo corda melange;HLESG000;ROS09;544;blu navy/bordeaux;navy blue/burgundy;
CodeBarre; O bag fall 2018;24; manico extra slim goccia;HLESXF00;ECS03;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;24; manico extra slim goccia;HLESXF00;ECS03;084;testa di moro;dark brown;
CodeBarre; O bag fall 2018;24; manico extra slim goccia;HLESXF00;ECS03;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;24; manico extra slim goccia;HLESXF00;ECS03;055;nero;black;
CodeBarre; O bag fall 2018;24; manico extra slim goccia;HLESXF00;ECS03;540;curry;curry;
CodeBarre; O bag fall 2018;24; manico extra slim goccia;HLESXF00;ECS03;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;25; manichetto tubolare ecopelle;HLESAD00;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;25; manichetto tubolare ecopelle;HLESAD00;ECS00;055;nero;black;
CodeBarre; O bag fall 2018;25; manichetto tubolare ecopelle;HLESAD00;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;25; manichetto tubolare ecopelle;HLESAD00;ECS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;25; manichetto tubolare ecopelle;HLESAD00;ECS84;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;008;bianco;white;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;086;tortora;dove-grey;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;379;blu notte;night blue;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;055;nero;black;
CodeBarre; O bag fall 2018;26; manichetto tubolare corto +;HLESAD01;FAS09;137;bluette;bright blue;
CodeBarre; O bag fall 2018;27; manichetto tubolare corto +;HLESAD01;FAS31;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;27; manichetto tubolare corto +;HLESAD01;FAS31;134;antracite;anthracite;
CodeBarre; O bag fall 2018;27; manico con fibbia corto;HLESFC00;ECS08;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;27; manico con fibbia corto;HLESFC00;ECS08;183;viola;violet;
CodeBarre; O bag fall 2018;27; manico con fibbia corto;HLESFC00;ECS08;055;nero;black;
CodeBarre; O bag fall 2018;27; manico con fibbia corto;HLESFC00;ECS08;084;testa di moro;dark brown;
CodeBarre; O bag fall 2018;27; manico con fibbia corto;HLESFC00;ECS08;089;verde;green;
CodeBarre; O bag fall 2018;27; manico con fibbia corto;HLESFC00;ECS08;009;blu;blue;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;026;cobalto;cobalt blue;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;183;viola;violet;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;093;vino;wine;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;042;legno;wood;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;038;grafite;graphite;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;082;tabacco;tobacco;
CodeBarre; O bag fall 2018;28; manico corto ecopelle;HLESGC00;ECS04;135;peltro;pewter;
CodeBarre; O bag fall 2018;29; manico corto ecopelle con;HLESGC00;ECS83;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;29; manico corto ecopelle con;HLESGC00;ECS83;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;29; manico extra slim goccia;HLESX800;ECS00;052;muschio;moss green;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;108;terracotta;terracotta;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;084;testa di moro;dark brown;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;540;curry;curry;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;055;nero;black;
CodeBarre; O bag fall 2018;30; manico extra slim goccia;HLESX800;ECS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;055;nero;black;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;371;latte;milk;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;075;rosa smoke;rose smoke;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;041;grigio scuro;dark grey;
CodeBarre; O bag fall 2018;31; manico corto ecopelle;HLESGC00;ECS29;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;076;rosso;red;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;055;nero;black;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;221;cognac;cognac;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;32; manico corto + catena;HLESGE00;FAS09;020;bronzo;bronze;
CodeBarre; O bag fall 2018;33; tracolla catena con fascia;SHOUC106;ECS16;020;bronzo;bronze;
CodeBarre; O bag fall 2018;33; tracolla 80 ecopelle +;SHOUG800;ECS88;550;sabbia/testa di moro;sand/dark brown;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;544;blu navy/bordeaux;navy blue/burgundy;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;055;nero;black;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;545;blu navy/verde bosco;navy blue/green forest;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;099;grigio-tortora;grey - dove-grey;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;137;bluette;bright blue;
CodeBarre; O bag fall 2018;34; tracolla 80 ecopelliccia lapin;SHOUG800;FAS09;371;latte;milk;
CodeBarre; O bag fall 2018;35; tracolla 80/120 ecopelle +;SHOUGB00;ECS89;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;35; tracolla 80/120 tessuto;SHOUGB00;TESP2;549;blu navy/curry/bordeaux;navy blue/curry/burgundy;
CodeBarre; O bag fall 2018;36; tracolla 2,5 x 120 ecopelle +;SHOUGL00;ECS88;550;sabbia/testa di moro;sand/dark brown;
CodeBarre; O bag fall 2018;36; tracolla 80/120 tessuto;SHOUGB00;TESR5;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;37; tracolla 80/120 tessuto;SHOUGB00;TESR5;078;sabbia;sand;
CodeBarre; O bag fall 2018;37; tracolla 80/120 tessuto;SHOUGB00;TESR5;020;bronzo;bronze;
CodeBarre; O bag fall 2018;37; tracolla 80/120 tessuto;SHOUGB00;TESR5;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;37; tracolla 80/120 tessuto;SHOUGB00;TESR5;540;curry;curry;
CodeBarre; O bag fall 2018;37; tracolla extraslim 110 +;SHOUX101;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;37; tracolla extraslim 110 +;SHOUX101;ECS00;084;testa di moro;dark brown;
CodeBarre; O bag fall 2018;37; tracolla extraslim 110 +;SHOUX101;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;37; tracolla extraslim 110 +;SHOUX101;ECS00;137;bluette;bright blue;
CodeBarre; O bag fall 2018;37; tracolla extraslim 110 +;SHOUX101;ECS00;055;nero;black;
CodeBarre; O bag fall 2018;37; tracolla extraslim 110 +;SHOUX101;ECS00;076;rosso;red;
CodeBarre; O bag fall 2018;38; tracolla extraslim 110 +;SHOUX101;ECS84;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;39; accessorio clip ecopelle;OBAGA000;ECS40;017;blu navy + oro;navy blue + gold;
CodeBarre; O bag fall 2018;39; accessorio clip ecopelle;OBAGA000;ECS40;018;bordeaux + oro;burgundy + gold;
