XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;OBAGB002-EVS00-055; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;055;nero;black;
CodeBarre;OBAGB002-EVS00-071; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;071;roccia;rock;
CodeBarre;OBAGB002-EVS00-078; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;078;sabbia;sand;
CodeBarre;OBAGB016-EVS00-017; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB016-EVS00-055; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;055;nero;black;
CodeBarre;OBAGB016-EVS00-026; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB016-EVS00-071; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;071;roccia;rock;
CodeBarre;OBAGB016-EVS00-048; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;048;mattone;brick;
CodeBarre;OBAGB016-EVS00-075; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB016-EVS00-078; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;078;sabbia;sand;
CodeBarre;OBAGB016-EVS00-347; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;347;cedro;citrus;
CodeBarre;OBAGB016-EVS00-088; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB016-EVS00-371; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;371;latte;milk;
CodeBarre;OBAGB016-EVS00-119; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB016-EVS00-422; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;422;sangria;sangria;
CodeBarre;OBAGB016-EVS00-479; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;479;skyway;skyway;
CodeBarre;OBAGB016-EVS00-486; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;486;pink;pink;
CodeBarre;OBAGB016-EVS00-484; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;484;coral;coral;
CodeBarre;OBAGB016-EVS00-589; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB016-EVS00-485; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;485;atlantic;atlantic;
CodeBarre;OBAGB016-EVS00-602; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB033-EVS00-119; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB033-EVS00-371; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;371;latte;milk;
CodeBarre;OBAGB033-EVS00-224; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB033-EVS00-422; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;422;sangria;sangria;
CodeBarre;OBAGB033-EVS00-347; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;347;cedro;citrus;
CodeBarre;OBAGB033-EVS00-486; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;486;pink;pink;
CodeBarre;OBAGB033-EVS00-017; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB033-EVS00-055; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;055;nero;black;
CodeBarre;OBAGB033-EVS00-026; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB033-EVS00-075; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;075;rosa smoke;smoke pink;
