XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;HLESG018-TES20-008; O bag summer '19;14; manico generico lungo;HLESG018;TES20;008;bianco;white;
CodeBarre;HLESG018-TES20-055; O bag summer '19;14; manico generico lungo;HLESG018;TES20;055;nero;black;
CodeBarre;HLESG018-TES20-026; O bag summer '19;14; manico generico lungo;HLESG018;TES20;026;cobalto;cobalt;
CodeBarre;HLESG018-TES20-078; O bag summer '19;14; manico generico lungo;HLESG018;TES20;078;sabbia;sand;
CodeBarre;HLESG018-TES20-183; O bag summer '19;14; manico generico lungo;HLESG018;TES20;183;viola;violet;
CodeBarre;HLESG018-TES20-600; O bag summer '19;14; manico generico lungo;HLESG018;TES20;600;cipria metal;pink metal;
CodeBarre;HLESGC20-TES20-003; O bag summer '19;15; manico generico corto;HLESGC20;TES20;003;arancione;orange;
CodeBarre;HLESGC20-TES20-044; O bag summer '19;15; manico generico corto;HLESGC20;TES20;044;lime;lime;
CodeBarre;HLESGC20-TES20-008; O bag summer '19;15; manico generico corto;HLESGC20;TES20;008;bianco;white;
CodeBarre;HLESGC20-TES20-055; O bag summer '19;15; manico generico corto;HLESGC20;TES20;055;nero;black;
CodeBarre;HLESGC20-TES20-026; O bag summer '19;15; manico generico corto;HLESGC20;TES20;026;cobalto;cobalt;
CodeBarre;HLESGC20-TES20-078; O bag summer '19;15; manico generico corto;HLESGC20;TES20;078;sabbia;sand;
CodeBarre;HLESGC20-TES20-183; O bag summer '19;15; manico generico corto;HLESGC20;TES20;183;viola;violet;
CodeBarre;HLESGC20-TES20-600; O bag summer '19;15; manico generico corto;HLESGC20;TES20;600;cipria metal;pink metal;
CodeBarre;SHOUBJ01-TES20-003; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;003;arancione;orange;
CodeBarre;SHOUBJ01-TES20-044; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;044;lime;lime;
CodeBarre;SHOUBJ01-TES20-008; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;008;bianco;white;
CodeBarre;SHOUBJ01-TES20-055; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;055;nero;black;
CodeBarre;SHOUBJ01-TES20-026; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;026;cobalto;cobalt;
CodeBarre;SHOUBJ01-TES20-078; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;078;sabbia;sand;
CodeBarre;SHOUBJ01-TES20-183; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;183;viola;violet;
CodeBarre;SHOUBJ01-TES20-600; O bag summer '19;16; tracolla/spallaccio slim;SHOUBJ01;TES20;600;cipria metal;pink metal;
CodeBarre;SHOUWF00-TES20-003; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;003;arancione;orange;
CodeBarre;SHOUWF00-TES20-044; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;044;lime;lime;
CodeBarre;SHOUWF00-TES20-008; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;008;bianco;white;
CodeBarre;SHOUWF00-TES20-055; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;055;nero;black;
CodeBarre;SHOUWF00-TES20-026; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;026;cobalto;cobalt;
