017;032;CodeBarre;OBAGB206-EVS00-559;CORPS INFERIEUR O POCKET EVA COMPOUND CUIVRE;UNICA;4;4,80;19,20
018;033;8050450214153;OBAGB001-EVS00-024;CORPS O BAG EVA COMPOUND CHOCOLAT;UNICA;8;14,40;115,20
019;034;CodeBarre;OBAGS002-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY BORDEAUX;UNICA;3;9,00;27,00
020;040;CodeBarre;OBAGS002-TESR1-258;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY BEIGE;UNICA;3;9,00;27,00
021;041;CodeBarre;OBAGS001-TESR1-086;P002 BONIFICO CLIENTE;UNICA;2;10,80;21,60
022;044;8050846039148;OBAGB002-EVS00-559;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY GRIS TOURTERE;UNICA;2;14,40;28,80
023;046;CodeBarre;OBAGS001-TESR1-258;CORPS O BAG MINI EVA COMPOUND CUIVRE;UNICA;8;10,80;86,40
024;055;8050846039728;OBAGB033-EVS00-371;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY BEIGE;UNICA;1;14,16;14,16
025;002;CodeBarre;OBAGC102-FAS01-371;CORPS O BAG URBAN EVA COMPOUND LATTE;UNICA;4;25,68;102,72
026;003;CodeBarre;ACCEC020-EVS47-371;COVER O BAG MINI EN FAUSSE FOURRURE LAPIN LATTE;UNICA;10;5,90;59,00
027;004;CodeBarre;OBAGPA24-TEST9-017;ACCESSOIRE POMPON + NÅ'UD EVA COMPOUND + FAUSSE FOURRURE RENARD LATTE;UNICA;3;11,20;33,60
028;006;8050846035133;HLESCE01-ECS00-055;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX  NAVY;UNICA;10;12,66;126,60
029;009;CodeBarre;OBAGP006-TEST5-055;ANSES DOUBLE CHAINE EN Â"Â TÂ Â" EN FAUX CUIR NOIR;UNICA;6;12,10;72,60
030;010;CodeBarre;ACCEC020-EVS47-055;RABAT O POCKET EN TISSU LAINE TRESSEE + BIJOUX NOIR;UNICA;15;5,90;88,50
031;015;CodeBarre;OBAGC101-FAS01-371;ACCESSOIRE POMPON + NÅ'UD EVA COMPOUND + FAUSSE FOURRURE RENARD NOIR;UNICA;4;29,40;117,60
032;016;CodeBarre;OCLKD001-MESC2-076;COVER O BAG EN FAUSSE FOURRURE LAPIN LATTE;UNICA;10;10,90;109,00
033;017;CodeBarre;OBAGPA24-TEST9-018;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX  BORDEAUX;UNICA;4;11,20;44,80
034;020;CodeBarre;OBAGC101-FAS01-055;COVER O BAG EN FAUSSE FOURRURE LAPIN NOIR;UNICA;6;29,40;176,40
035;022;CodeBarre;OBAGC102-FAS01-055;COVER O BAG MINI EN FAUSSE FOURRURE LAPIN NOIR;UNICA;6;25,68;154,08
036;023;CodeBarre;OBAGB024-EVS00-076;CORPS O POCKET MICRO EVA COMPOUND ROUGE;UNICA;5;4,80;24,00
037;024;CodeBarre;OCLKD001-MESC2-055;O CLOCK MECANISME SHINY CRYSTALS NOIR;UNICA;15;10,90;163,50
038;028;CodeBarre;OCLKD001-MESC2-389;O CLOCK MECANISME SHINY CRYSTALS SILVER;UNICA;15;10,90;163,50
039;031;8050450215624;OBAGB002-EVS00-076;CORPS O BAG MINI EVA COMPOUND ROUGE;UNICA;5;14,40;72,00
040;043;CodeBarre;OBAGPA24-TEST9-134;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX  GRIS ANTHRACITE;UNICA;3;11,20;33,60
041;050;CodeBarre;OBAGPA24-TEST9-055;RABAT TOURNIQUET O POCKET MICRO VELOURS + BIJOUX  NOIR;UNICA;4;11,20;44,80
042;051;8051770308508;OBAGB001-EVS00-076;CORPS O BAG EVA COMPOUND ROUGE;UNICA;4;14,40;57,60
043;052;CodeBarre;ACCEC020-EVS47-076;ACCESSOIRE POMPON + NÅ'UD EVA COMPOUND + FAUSSE FOURRURE RENARD ROUGE;UNICA;10;5,90;59,00
044;054;8050846049154;HLESF800-ECS94-055;ANSES COURTES AVEC BOUCLE FAUX CUIR EFFET GRIFFE + STRASS NOIR;UNICA;10;9,00;90,00
045;056;8050846049215;HLESF800-ECS94-559;P002 BONIFICO CLIENTE;UNICA;6;9,00;54,00
046;025;CodeBarre;HLESGC00-ECS04-038;ANSES COURTES AVEC BOUCLE FAUX CUIR EFFET GRIFFE + STRASS CUIVRE;UNICA;10;6,05;60,50
047;007;CodeBarre;OBAGB032-EVS00-559;ANSES COURTES EN FAUX CUIR POMPON GRIS GRAPHITE;UNICA;2;14,16;28,32
048;008;CodeBarre;OBAGB033-EVS00-018;CORPS O BAG KNIT MINI EVA COMPOUND CUIVRE;UNICA;1;14,16;14,16
049;026;CodeBarre;OBAGB034-EVS00-540;CORPS O BAG URBAN EVA COMPOUND BORDEAUX;UNICA;2;12,59;25,18
050;047;CodeBarre;OBAGB016-EVS00-024;CORPS O BAG GLAM EVA COMPOUND CURRY;UNICA;1;12,60;12,60
051;018;CodeBarre;HLESG000-ECS04-038;CORPS O MOON EVA COMPOUND CHOCOLAT;UNICA;15;7,03;105,45
052;036;8050846006560;OBAGB002-EVS00-026;ANSES LONGUES EN FAUX CUIR POMPON GRIS GRAPHITE;UNICA;4;14,40;57,60
052;036;8050846006560;OBAGB002-EVS00-026;ANSES LONGUES EN FAUX CUIR POMPON GRIS GRAPHITE;UNICA;4;14,40;57,60
053;038;8050846006560;OBAGB002-EVS00-026;CORPS O BAG MINI EVA COMPOUND BLEU COBALT;UNICA;4;14,40;57,60
053;038;8050846006560;OBAGB002-EVS00-026;CORPS O BAG MINI EVA COMPOUND BLEU COBALT;UNICA;4;14,40;57,60
054;035;CodeBarre;OBAGB032-EVS00-078;RÃ©capitulatif catÃ©gories douaniÃ¨res;UNICA;2;14,16;28,32
055;037;CodeBarre;OBAGB017-EVS00-540;CORPS O BAG KNIT MINI EVA COMPOUND SABLE;UNICA;3;11,04;33,12
056;048;8050846039087;OBAGB001-EVS00-559;CORPS O MOON LIGHT EVA COMPOUND CURRY;UNICA;8;14,40;115,20
