001;001;8050846039049;OBAGB001-EVS00-389;CORPS O BAG EVA COMPOUND SILVER;UNICA;4;14,40;57,60
002;014;CodeBarre;OBAGB206-EVS00-038;CORPS INFERIEUR O POCKET EVA COMPOUND GRIS GRAPHITE;UNICA;5;4,80;24,00
003;029;8050846039643;OBAGB033-EVS00-017;CORPS O BAG URBAN EVA COMPOUND NAVY;UNICA;3;14,16;42,48
004;039;8050846039049;OBAGB001-EVS00-389;CORPS O BAG EVA COMPOUND SILVER;UNICA;4;14,40;57,60
005;045;8050450212142;OBAGB002-EVS00-075;CORPS O BAG MINI EVA COMPOUND ROSE SMOKE;UNICA;7;14,40;100,80
005;045;8050450218342;OBAGB002-EVS00-075;CORPS O BAG MINI EVA COMPOUND ROSE SMOKE;UNICA;7;14,40;100,80
006;049;8050846039100;OBAGB002-EVS00-389;CORPS O BAG MINI EVA COMPOUND SILVER;UNICA;10;14,40;144,00
007;053;CodeBarre;HLESCE01-ECS07-133;ANSES DOUBLE CHAINE EN Â"Â TÂ Â" EN FAUX CUIR EFFET GRIFFE GRIS CLAIR;UNICA;8;10,60;84,80
008;042;CodeBarre;OBAGT002-LAS34-086;REVERS O BAG MINI EN LAINE RASEE GRIS TOURTERELLE;UNICA;1;9,66;9,66
009;005;CodeBarre;OBAGB034-EVS00-024;CORPS O BAG GLAM EVA COMPOUND CHOCOLAT;UNICA;2;12,59;25,18
010;011;CodeBarre;OBAGB206-EVS00-024;CORPS INFERIEUR O POCKET EVA COMPOUND CHOCOLAT;UNICA;5;4,80;24,00
011;012;CodeBarre;OBAGS002-TESR1-055;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY NOIR;UNICA;5;9,00;45,00
012;013;8050846039148;OBAGB002-EVS00-559;CORPS O BAG MINI EVA COMPOUND CUIVRE;UNICA;6;14,40;86,40
013;019;CodeBarre;SHOUX101-ECS00-018;BANDOULIÃˆRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR BORDEAUX;UNICA;2;7,78;15,56
014;021;CodeBarre;OBAGS002-TESR1-086;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY GRIS TOUR;UNICA;5;9,00;45,00
015;027;CodeBarre;OBAGS001-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY BORDEAUX;UNICA;5;10,80;54,00
016;030;8050846039711;OBAGB033-EVS00-078;CORPS O BAG URBAN EVA COMPOUND SABLE;UNICA;3;14,16;42,48
016;030;8050846039711;OBAGB033-EVS00-078;CORPS O BAG URBAN EVA COMPOUND SABLE;UNICA;3;14,16;42,48
