'012;024;8050846039858;OBAGB034-EVS00-076;CORPS O BAG GLAM EVA COMPOUND ROUGE;UNICA;3;11,88;35,64;OGLAM           ;RED  ;0;rosso;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'013;025;CodeBarre;OBAGS034-FAS09-055;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN FAUSSE FOURRURE LAPIN REX NOIR;UNICA;2;18,60;37,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'014;028;8050846039872;OBAGB034-EVS00-485;CORPS O BAG GLAM EVA COMPOUND ATLANTIC;UNICA;2;11,88;23,76;OGLAM           ;ATLAN;0;atlantic;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'015;031;CodeBarre;OBAGS034-FAS09-541;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN FAUSSE FOURRURE LAPIN REX VERT F;UNICA;2;18,60;37,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'016;034;CodeBarre;OBAGS034-TESR1-258;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU COTTON CORDUROY BEIGE;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'017;037;CodeBarre;OBAGP034-ECS29-018;RABAT O BAG GLAM FAUX CUIR IMPRIME COCO BORDEAUX;UNICA;3;14,04;42,12;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'018;040;CodeBarre;OBAGC534-TESP1-227;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM TISSU RUBAN BICOLORE BLANC/NOIR;UNICA;2;10,80;21,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'019;041;CodeBarre;OBAGP034-ECS29-108;RABAT O BAG GLAM FAUX CUIR IMPRIME COCO TERRE CUITE;UNICA;2;14,04;28,08;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'020;042;CodeBarre;OBAGP034-ECS29-540;RABAT O BAG GLAM FAUX CUIR IMPRIME COCO CURRY;UNICA;2;14,04;28,08;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'021;044;CodeBarre;OBAGS034-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU COTTON CORDUROY BORDEAUX;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'022;047;CodeBarre;OBAGC534-ECS03-540;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR SUÈDE CURRY;UNICA;2;9,60;19,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'023;048;CodeBarre;OBAGC534-ECS03-018;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR SUÈDE BORDEAUX;UNICA;2;9,60;19,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'024;049;CodeBarre;OBAGC534-ECS84-227;P002 BONIFICO CLIENTE;UNICA;2;9,60;19,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'025;051;8050846033269;HLESXF00-ECS03-050;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR PIED-DE-POULE PIXEL BLANC/NOIR;UNICA;4;14,52;58,08;ANSESLONGUESSUED;AUBER;0;melanzana;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'026;052;8050846033191;HLESXF00-ECS03-017;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE AUBERGINE;UNICA;6;14,52;87,12;ANSESLONGUESSUED;NAVY ;0;blu navy;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'027;053;CodeBarre;OBAGP034-ECS29-017;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE NAVY;UNICA;2;14,04;28,08;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'028;056;CodeBarre;OBAGS034-TESR1-086;RABAT O BAG GLAM FAUX CUIR IMPRIME COCO NAVY;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'029;057;CodeBarre;OBAGS034-TESR1-076;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU COTTON CORDUROY GRIS TOUR;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'030;058;CodeBarre;OBAGS034-TESR1-017;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU COTTON CORDUROY ROUGE;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'031;060;CodeBarre;OBAGS034-TESQ8-549;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU COTTON CORDUROY NAVY;UNICA;2;12,72;25,44;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'032;061;8050846039896;OBAGB034-EVS00-541;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU À RAYURES REGIMENTAL NAVY/;UNICA;3;11,88;35,64;OGLAM           ;BOSCO;0;verde bosco;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'033;064;8050846039810;OBAGB034-EVS00-050;CORPS O BAG GLAM EVA COMPOUND VERT FORET;UNICA;3;11,88;35,64;OGLAM           ;AUBER;0;melanzana;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'034;065;CodeBarre;OBAGC534-TESP2-241;CORPS O BAG GLAM EVA COMPOUND AUBERGINE;UNICA;2;10,80;21,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'035;068;8050846039797;OBAGB034-EVS00-018;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM TISSU RUBAN À RAYURES REGIMENTAL NAVY -;UNICA;3;11,88;35,64;OGLAM           ;BDX  ;0;bordeaux;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'036;072;CodeBarre;OBAGS034-FAS09-018;CORPS O BAG GLAM EVA COMPOUND BORDEAUX;UNICA;2;18,60;37,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'037;075;8050846033221;HLESXF00-ECS03-540;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN FAUSSE FOURRURE LAPIN REX BORDE;UNICA;4;14,52;58,08;ANSESLONGUESSUED;CURRY;0;curry;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'038;076;CodeBarre;OBAGC534-ECS03-485;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE CURRY;UNICA;2;9,60;19,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'039;080;8050846033252;HLESXF00-ECS03-055;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR SUÈDE ATLANTIC;UNICA;8;14,52;116,16;ANSESLONGUESSUED;BLACK;0;nero;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'040;083;CodeBarre;OBAGT032-FAS02-548;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE NOIR;UNICA;2;24,24;48,48;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'041;001;8050846039377;OBAGB024-EVS00-050;REVERS O BAG KNIT MINI EN FAUSSE FOURRURE RENARD BLONDE;UNICA;2;4,80;9,60;MICROOPOCKET    ;AUBER;0;melanzana;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'042;003;CodeBarre;HLESGE00-FAS09-050;CORPS O POCKET MICRO EVA COMPOUND AUBERGINE;UNICA;2;15,60;31,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'043;006;8050846039353;OBAGB024-EVS00-002;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX AUBERGINE;UNICA;2;4,80;9,60;MICROOPOCKET    ;AMARA;0;amaranto;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'044;007;CodeBarre;OBAGS002-TESS2-485;CORPS O POCKET MICRO EVA COMPOUND AMARANTE;UNICA;2;12,72;25,44;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'045;013;CodeBarre;OBAGT002-FAS09-008;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU TWEED COULEUR UNIE ATLANTIC;UNICA;2;18,48;36,96;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'046;017;CodeBarre;OBAGT002-FAS09-009;REVERS O BAG MINI EN FAUSSE FOURRURE LAPIN REX BLANC;UNICA;2;18,48;36,96;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'047;018;8050846030916;HLESAD01-FAS09-055;REVERS O BAG MINI EN FAUSSE FOURRURE LAPIN REX BLEU;UNICA;2;7,80;15,60;ANSES/TUB/FOU   ;BLACK;0;nero;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'048;019;CodeBarre;SHOUGB00-TESP2-549;BANDOULIÈRE 80/120 TISSU RUBAN À RAYURES REGIMENTAL NAVY/CURRY/BORDEAUX;UNICA;2;13,44;26,88;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'049;020;CodeBarre;HLESGE00-FAS09-018;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX BORDEAUX;UNICA;2;15,60;31,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'050;021;8050846033221;HLESXF00-ECS03-540;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE CURRY;UNICA;2;14,52;29,04;ANSESLONGUESSUED;CURRY;0;curry;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'051;022;CodeBarre;OBAGT001-LAS04-008;REVERS O BAG EN LAINE C�"TES LARGES BLANC;UNICA;1;9,78;9,78;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'052;023;8050450215624;OBAGB002-EVS00-076;CORPS O BAG MINI EVA COMPOUND ROUGE;UNICA;2;14,40;28,80;MINIOBODY       ;RED  ;0;rosso;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'053;026;8051770308539;OBAGB001-EVS00-018;CORPS O BAG EVA COMPOUND BORDEAUX;UNICA;2;14,40;28,80;OBODY           ;BOR  ;0;bordeaux;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'054;027;CodeBarre;OBAGS001-TES81-550;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU PRINCE DE GALLES SABLE/TESTA DI M;UNICA;2;13,44;26,88;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'055;029;8050846033252;HLESXF00-ECS03-055;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE NOIR;UNICA;2;14,52;29,04;ANSESLONGUESSUED;BLACK;0;nero;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'056;030;8050846033269;HLESXF00-ECS03-050;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE AUBERGINE;UNICA;2;14,52;29,04;ANSESLONGUESSUED;AUBER;0;melanzana;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'057;032;8050846038929;HLESAD01-FAS09-379;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE LAPIN REX BLEU NUIT;UNICA;2;7,80;15,60;ANSES/TUB/FOU   ;NAVY ;0;blu notte;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'058;033;CodeBarre;HLESGE00-FAS09-017;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX NAVY;UNICA;2;15,60;31,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'059;035;CodeBarre;OBAGS002-TES81-550;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU PRINCE DE GALLES SABLE/TESTA;UNICA;2;12,72;25,44;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'060;036;8050846038905;HLESAD01-FAS09-018;P002 BONIFICO CLIENTE;UNICA;2;7,80;15,60;ANSES/TUB/FOU   ;BDX  ;0;bordeaux;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'061;038;CodeBarre;HLESGE00-FAS09-086;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE LAPIN REX BORDEAUX;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'062;039;8050846033191;HLESXF00-ECS03-017;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSESLONGUESSUED;NAVY ;0;blu navy;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'063;043;8050846031401;HLESAD01-FAS31-086;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE NAVY;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/TUB/FOU   ;MOTOR;0;tortora;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero + argento;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero + argento;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero + argento;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero + silver;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero + silver;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero + silver;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;8050846035133;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;ANSES/DOUBLECHAI;BLACK;0;nero;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'065;046;CodeBarre;HLESAD01-FAS09-137-UNI;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNI;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'066;050;CodeBarre;OBAGS001-TESS2-018;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE LAPIN REX BLUETTE;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'067;054;CodeBarre;OBAGP506-ECS91-553;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU TWEED COULEUR UNIE BORDEAUX;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'068;055;CodeBarre;OBAGP506-ECS92-227;RABAT PASSANT O POCKET EN FAUX CUIR + TISSU TARTAN WALLACE + CLOUS ROUGE/NAVY/CURRY;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'069;059;CodeBarre;OBAGS001-TESS2-485;RABAT PASSANT O POCKET EN FAUX CUIR + MAXI PIED-DE-POULE BLANC/NOIR;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
