'008;008;ACCEO117-EVS00-076;-;-;ACCESSORIO PORTACHIAVI PIERCED HEART EVA COMPOUND ROUGE;UNICA
'025;025;OCLKD001 MESF5-MAGD01/2019/02/560;-;-;Récapitulatif catégories douanières;CodeBarre
'026;026;VEND.N.I.ART.41 L.427/93 UE  1.005,14-KG;-;-;TVA Imposable Participation Configurer;CodeBarre
