'048;019;SHOUGB00-TESP2-549;BANDOULIÈRE 80/120 TISSU RUBAN À RAYURES REGIMENTAL NAVY/CURRY/BORDEAUX;UNICA;2;13,44;26,88;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'049;020;HLESGE00-FAS09-018;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX BORDEAUX;UNICA;2;15,60;31,20;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'050;021;HLESXF00-ECS03-540;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE CURRY;UNICA;2;14,52;29,04;curry;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'051;022;OBAGT001-LAS04-008;REVERS O BAG EN LAINE C�"TES LARGES BLANC;UNICA;1;9,78;9,78;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'052;023;OBAGB002-EVS00-076;CORPS O BAG MINI EVA COMPOUND ROUGE;UNICA;2;14,40;28,80;rosso;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'053;026;OBAGB001-EVS00-018;CORPS O BAG EVA COMPOUND BORDEAUX;UNICA;2;14,40;28,80;bordeaux;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'054;027;OBAGS001-TES81-550;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU PRINCE DE GALLES SABLE/TESTA DI M;UNICA;2;13,44;26,88;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'055;029;HLESXF00-ECS03-055;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE NOIR;UNICA;2;14,52;29,04;nero;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'056;030;HLESXF00-ECS03-050;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE AUBERGINE;UNICA;2;14,52;29,04;melanzana;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'057;032;HLESAD01-FAS09-379;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE LAPIN REX BLEU NUIT;UNICA;2;7,80;15,60;blu notte;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'058;033;HLESGE00-FAS09-017;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX NAVY;UNICA;2;15,60;31,20;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'059;035;OBAGS002-TES81-550;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU PRINCE DE GALLES SABLE/TESTA;UNICA;2;12,72;25,44;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'060;036;HLESAD01-FAS09-018;P002 BONIFICO CLIENTE;UNICA;2;7,80;15,60;bordeaux;FAT_2018_321_0002153.txt;FAT;19/10/2018;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 
'061;038;HLESGE00-FAS09-086;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE LAPIN REX BORDEAUX;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'062;039;HLESXF00-ECS03-017;ANSES COURTES + CHAINE FAUSSE FOURRURE LAPIN REX GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;blu navy;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'063;043;HLESAD01-FAS31-086;ANSES LONGUES EXTRA SLIM GOUTTE AVEC DEMI-ANNEAU EN FAUX CUIR SUÈDE NAVY;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;tortora;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;nero + argento;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;nero + silver;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'064;045;HLESCE01-ECS00-055;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE MOUTON GRIS TOURTERELLE;UNICA;FAT_2018_321_0002153.txt;FAT;19/10/2018;nero;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'065;046;HLESAD01-FAS09-137-UNI;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNI;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'066;050;OBAGS001-TESS2-018;ANSES TUBULAIRES COURTES + CLIP FAUSSE FOURRURE LAPIN REX BLUETTE;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'067;054;OBAGP506-ECS91-553;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU TWEED COULEUR UNIE BORDEAUX;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'068;055;OBAGP506-ECS92-227;RABAT PASSANT O POCKET EN FAUX CUIR + TISSU TARTAN WALLACE + CLOUS ROUGE/NAVY/CURRY;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'069;059;OBAGS001-TESS2-485;RABAT PASSANT O POCKET EN FAUX CUIR + MAXI PIED-DE-POULE BLANC/NOIR;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'070;062;OBAGT002-LAS15-009;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU TWEED COULEUR UNIE ATLANTIC;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'071;063;OBAGT001-FAS09-008;REVERS O BAG MINI EN LAINE C�"TES ANGLAISES BLEU;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
'072;066;OBAGP006-FAS09-006;REVERS O BAG EN FAUSSE FOURRURE LAPIN REX BLANC;CodeBarre;FAT_2018_321_0002153.txt;FAT;19/10/2018;CodeBarre;2419,04;CodeBarre;2018 03/OBAG/666  | 2018 03/OBAG/666 ;CodeBarre;CodeBarre;CodeBarre
