'001;001;8050846042889;HLESCE01-ECS07-133;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR EFFET GRIFFE;UNICA;8;10,600;84,80;ANSES/DOUBLECHAI;SAFSG;0;grigio chiaro + silver;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'002;016;8050846039049;OBAGB001-EVS00-389;CORPS O BAG EVA COMPOUND;UNICA;8;14,400;115,20;OBODY           ;SILVE;0;silver;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'003;003;8050846039100;OBAGB002-EVS00-389;CORPS O BAG MINI EVA COMPOUND;UNICA;10;14,400;144,00;MINIOBODY       ;SILVE;0;silver;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'004;009;8050846039643;OBAGB033-EVS00-017;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48;OURBAN          ;NAVY ;0;blu navy;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'005;008;8050450214153;OBAGB001-EVS00-024;CORPS O BAG EVA COMPOUND;UNICA;8;14,400;115,20;OBODY           ;CHOCO;0;cioccolato;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'006;005;8050846039070;OBAGB001-EVS00-541;CORPS O BAG EVA COMPOUND;UNICA;6;14,400;86,40;OBODY           ;BOSCO;0;verde bosco;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'007;002;8050846039711;OBAGB033-EVS00-078;CORPS O BAG URBAN EVA COMPOUND;UNICA;3;14,160;42,48;OURBAN          ;SAND ;0;sabbia;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'008;013;3006791752002;OBAGB034-EVS00-024;CORPS O BAG GLAM EVA COMPOUND;UNICA;2;11,880;23,76;OGLAM           ;CHOCO;0;cioccolato;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'009;006;8050846039834;OBAGB034-EVS00-071;CORPS O BAG GLAM EVA COMPOUND;UNICA;2;11,880;23,76;OGLAM           ;ROCK ;0;roccia;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'010;004;3003711752005;OBAGB206-EVS00-024;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;5;4,800;24,00;OPOCKET         ;CHOCO;0;cioccolato;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'011;014;8050846033382;OBAGS001-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;5;10,800;54,00;CANOGLAM        ;VELRE;0;bordeaux;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'012;015;8050846033399;OBAGS001-TESR1-258;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU COTTON CORDUROY;UNICA;8;10,800;86,40;CANVAS          ;VELBE;0;beige;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'013;010;8050846033443;OBAGS002-TESR1-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;3;9,000;27,00;MINICANVAS      ;VELBD;0;bordeaux;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'014;012;8050846033481;OBAGS002-TESR1-086;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;5;9,000;45,00;MINICANVAS      ;VELAT;0;tortora;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'015;011;8050846033474;OBAGS002-TESR1-258;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY;UNICA;3;9,000;27,00;MINICANVAS      ;VELBE;0;beige;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'016;007;8050846035195;SHOUX101-ECS00-018;BANDOULIÈRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR;UNICA;2;18,960;37,92;ANSESTUB/BANDOUL;BDX  ;0;bordeaux;FAT_2018_50_0003148.txt;FAT;27/11/2018;1011,40;979,4;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
