'011;073;CodeBarre;OBAGP034-ECS93-055;RABAT O BAG GLAM EN FAUX CUIR EFFET GRIFFE + APPLICATIONS FLEURS NOIR;UNICA;2;18,30;36,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'012;078;8050846049161;SHOUX101-ECS07-055;BANDOULIÈRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR EFFET GRIFFE NOIR;UNICA;2;13,00;26,00;ANSESTUB/BANDOUL;SAFBL;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'013;082;CodeBarre;OBAGC534-ECS94-559;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR EFFET GRIFFE+ STRASS CUIVRE;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'014;087;CodeBarre;OBAGC534-ECS94-133;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR EFFET GRIFFE+ STRASS GRIS CLAIR;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'015;093;CodeBarre;OBAGS034-FAS09-133;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN FAUSSE FOURRURE LAPIN REX GRIS C;UNICA;2;18,60;37,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'016;099;CodeBarre;OBAGS034-TESD5-018;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN MICROFIBRE COULEUR UNIE BORDEAU;UNICA;2;8,10;16,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'017;104;CodeBarre;OBAGP034-ECS93-559;RABAT O BAG GLAM EN FAUX CUIR EFFET GRIFFE + APPLICATIONS FLEURS CUIVRE;UNICA;2;18,30;36,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'018;108;CodeBarre;OBAGC534-ECS94-055;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR EFFET GRIFFE+ STRASS NOIR;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'019;119;CodeBarre;OBAGS034-TEST8-055;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN TISSU LAINE TRESSEE  NOIR;UNICA;2;9,00;18,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'020;124;CodeBarre;OBAGS034-TESD5-055;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN MICROFIBRE COULEUR UNIE NOIR;UNICA;2;8,10;16,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'021;125;CodeBarre;OBAGS034-TESD5-559;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN MICROFIBRE COULEUR UNIE CUIVRE;UNICA;4;8,10;32,40;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'022;126;CodeBarre;OBAGB034-EVS00-559;CORPS O BAG GLAM EVA COMPOUND CUIVRE;UNICA;4;11,88;47,52;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'023;140;8050846039827;OBAGB034-EVS00-055;P002 BONIFICO CLIENTE;UNICA;4;11,88;47,52;OGLAM           ;BLACK;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'024;151;CodeBarre;SHOUX101-ECS07-559;CORPS O BAG GLAM EVA COMPOUND NOIR;UNICA;2;13,00;26,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'025;013;CodeBarre;OBAGS016-TESD5-134;BANDOULIÈRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR EFFET GRIFFE CUIVRE;UNICA;8;9,60;76,80;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'026;015;CodeBarre;SHOUX101-ECS07-133;POCHETTE INTERIEURE FERMETURE ECLAIR O MOON EN MICROFIBRE COULEUR UNIE GRIS ANTHRA;UNICA;5;13,00;65,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'027;018;8050846045705;SHOUX101-ECS07-017;BANDOULIÈRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR EFFET GRIFFE GRIS CLAIR;UNICA;5;13,00;65,00;ANSESTUB/BANDOUL;SAFNA;0;blu navy;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'028;024;CodeBarre;OBAGP034-ECS93-389;BANDOULIÈRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR EFFET GRIFFE NAVY;UNICA;3;18,30;54,90;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'029;039;8050846042407;HLESF800-ECS94-075;RABAT O BAG GLAM EN FAUX CUIR EFFET GRIFFE + APPLICATIONS FLEURS SILVER;UNICA;6;9,00;54,00;ANSES/STRASS    ;SAFRO;0;rosa smoke;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'030;052;CodeBarre;OBAGC534-ECS94-134;ANSES COURTES AVEC BOUCLE FAUX CUIR EFFET GRIFFE + STRASS ROSE SMOKE;UNICA;5;9,00;45,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'031;058;8050450217581;OBAGB001-EVS00-075;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR EFFET GRIFFE+ STRASS GRIS ANTH;UNICA;10;14,40;144,00;OBODY           ;ROSMO;0;rosa smoke;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'032;080;8050846042391;HLESF800-ECS94-133;CORPS O BAG EVA COMPOUND ROSE SMOKE;UNICA;10;9,00;90,00;ANSES/STRASS    ;SAFSG;0;grigio chiaro;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'033;081;CodeBarre;OBAGB017-EVS00-075;ANSES COURTES AVEC BOUCLE FAUX CUIR EFFET GRIFFE + STRASS GRIS CLAIR;UNICA;2;11,04;22,08;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'034;106;8050846039209;OBAGB016-EVS00-038;CORPS O MOON LIGHT EVA COMPOUND ROSE SMOKE;UNICA;5;12,60;63,00;OMOON           ;GRAFI;0;grafite;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'035;107;CodeBarre;OBAGS001-TESD5-009;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN MICROFIBRE COULEUR UNIE BLEU;UNICA;8;10,80;86,40;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'036;120;CodeBarre;OBAGS016-TESD5-075;POCHETTE INTERIEURE FERMETURE ECLAIR O MOON EN MICROFIBRE COULEUR UNIE ROSE SMOKE;UNICA;5;9,60;48,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'037;127;8050450212647;OBAGB002-EVS00-038;CORPS O BAG MINI EVA COMPOUND GRIS GRAPHITE;UNICA;10;14,40;144,00;MINIOBODY       ;GRAFI;0;grafite;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'038;149;CodeBarre;OBAGC534-ECS94-133;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR EFFET GRIFFE+ STRASS GRIS CLAIR;UNICA;5;9,00;45,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'039;001;8050846033603;OBAGS002-TESR1-055;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU COTTON CORDUROY NOIR;UNICA;5;9,00;45,00;MINICANVAS      ;VELNE;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'040;002;8050846039827;OBAGB034-EVS00-055;CORPS O BAG GLAM EVA COMPOUND NOIR;UNICA;2;11,88;23,76;OGLAM           ;BLACK;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'041;003;CodeBarre;SHOUCG00-PLS00-055;BANDOULIÈRE MAXI CHAINE 80� CM PLEX STANDARD NOIR;UNICA;6;11,20;67,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'042;004;CodeBarre;OBAGB034-EVS00-559;CORPS O BAG GLAM EVA COMPOUND CUIVRE;UNICA;2;11,88;23,76;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'043;005;8050846033160;HLESGC00-ECS29-055;ANSES COURTES GOUTTE EN FAUX CUIR IMPRIME COCO NOIR;UNICA;8;10,80;86,40;ANSES/COCO      ;BLK  ;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'044;006;CodeBarre;OBAGS017-TEST7-024;POCHETTE INTERIEURE FERMETURE ECLAIR O MOON LIGHT EN TISSU À RAYURES SAIA CHOCOLAT;UNICA;3;9,00;27,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero + argento;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero + argento;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero + argento;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero + silver;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero + silver;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero + silver;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'045;007;8050846035133;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;10;12,66;126,60;ANSES/DOUBLECHAI;BLACK;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'046;010;CodeBarre;OBAGS002-TESD5-371;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN MICROFIBRE COULEUR UNIE LATTE;UNICA;5;10,80;54,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'047;011;8050846039940;OBAGB206-EVS00-540;CORPS INFERIEUR O POCKET EVA COMPOUND CURRY;UNICA;4;4,80;19,20;COQUOPOCKET     ;CURRY;0;curry;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'048;012;8058333583594;HLESGC00-ECS04-082;ANSES COURTES EN FAUX CUIR POMPON TABACCO;UNICA;5;6,05;30,25; ; ; ;tabacco;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'049;014;CodeBarre;OBAGP034-ECS93-559;RABAT O BAG GLAM EN FAUX CUIR EFFET GRIFFE + APPLICATIONS FLEURS CUIVRE;UNICA;3;18,30;54,90;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'050;017;CodeBarre;OBAGB016-EVS00-559;CORPS O MOON EVA COMPOUND CUIVRE;UNICA;1;12,60;12,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'051;019;CodeBarre;OBAGS002-TEST7-024;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MICRO EN TISSU À RAYURES SAIA CHOCOLAT;UNICA;4;9,00;36,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'052;020;CodeBarre;OBAGC101-FAS01-371;COVER O BAG EN FAUSSE FOURRURE LAPIN LATTE;UNICA;4;29,40;117,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'053;021;8050846039377;OBAGB024-EVS00-050;CORPS O POCKET MICRO EVA COMPOUND AUBERGINE;UNICA;2;4,80;9,60;MICROOPOCKET    ;AUBER;0;melanzana;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'054;023;CodeBarre;OBAGPA06-FAS52-024;RABAT TOURNIQUET O POCKET EN FAUSSE FOURRURE LAPIN LEOPARD CHOCOLAT;UNICA;2;13,60;27,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'055;025;8050846049161;SHOUX101-ECS07-055;BANDOULIÈRE EXTRASLIM 110 + ANSES TUBULAIRES + CLIP FAUX CUIR EFFET GRIFFE NOIR;UNICA;5;13,00;65,00;ANSESTUB/BANDOUL;SAFBL;0;nero;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'056;026;8056099178610;OBAGB002-EVS00-050;CORPS O BAG MINI EVA COMPOUND AUBERGINE;UNICA;6;14,40;86,40;MINIOBODY       ;AUBER;0;melanzana;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'057;027;CodeBarre;OBAGS034-TESD5-559;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG GLAM EN MICROFIBRE COULEUR UNIE CUIVRE;UNICA;2;8,10;16,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'058;028;8058983591840;HLESGC00-ECS04-093;ANSES COURTES EN FAUX CUIR POMPON VINO;UNICA;5;6,05;30,25;ANSES/F.CUIR    ;NAPBO;S    ;vino;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'059;029;8050846039766;OBAGB033-EVS00-541;P002 BONIFICO CLIENTE;UNICA;2;14,16;28,32;OURBAN          ;BOSCO;0;verde bosco;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'060;030;CodeBarre;OBAGC534-ECS94-559;CORPS O BAG URBAN EVA COMPOUND VERT FORET;UNICA;3;9,00;27,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
'061;032;CodeBarre;OBAGS002-TESD5-024;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM FAUX CUIR EFFET GRIFFE+ STRASS CUIVRE;UNICA;5;10,80;54,00;CodeBarre;CodeBarre;CodeBarre;CodeBarre;FAT_2018_321_0002492.txt;FAT;22/11/2018;8146,56;8020,56;2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814 | 2018 04/OBAG/1074 136814
