8050846035133;HLESCE01-ECS00-055;p011-1-01;nero + argento;black + silver;spring 2019 presentation/catalogo capsule San Valentino 19.txt; manico doppia catena a “t”
8050846035133;HLESCE01-ECS00-055;p022-1-01;nero + argento;black + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846035133;HLESCE01-ECS00-055;p028-2-04;nero + argento;black + silver;fall 2019 presentation_/catalogo fall 19.txt; manico doppia catena a “t”
8050846045699;HLESCE01-ECS00-084;p028-2-02;testa di moro + oro;dark brown + gold;fall 2019 presentation_/catalogo fall 19.txt; manico doppia catena a “t”
8050846086418;HLESCE01-ECS00-612;p028-2-03;blu navy + argento;blue navy+silver;fall 2019 presentation_/catalogo fall 19.txt; manico doppia catena a “t”
8050846086401;HLESCE01-ECS00-613;p028-2-05;cuoio + argento;leather + silver;fall 2019 presentation_/catalogo fall 19.txt; manico doppia catena a “t”
8050846061163;HLESCE01-ECS07-017;p023-1-01;blu navy + argento;blue navy + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061194;HLESCE01-ECS07-048;p023-1-03;mattone + argento;brick  + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061194;HLESCE01-ECS07-048;p023-1-04;rosa smoke + argento;rosa smoke  + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061194;HLESCE01-ECS07-048;p023-1-05;grigio chiaro + argento;grigio chiaro  + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061170;HLESCE01-ECS07-078;p023-1-06;sabbia + argento;sand  + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061170;HLESCE01-ECS07-078;p028-1-01;sabbia + argento;sand + silver;fall 2019 presentation_/catalogo fall 19.txt; manico doppia catena a “t”
8050846061187;HLESCE01-ECS07-224;p023-1-02;verde inglese + argento;english green  + silver;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061149;HLESCE01-ECSA1-017;p023-2-01;blu navy + catena blu;blue navy + blue chain;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846061156;HLESCE01-ECSA1-055;p023-2-02;nero + catena nera;black + black chain;catalogo Spring 19.txt; Manico doppia catena a “t”
8050846014893;HLESD000-ECS35-017;p019-1-02;blu navy;navy blue;summer 2018 presentation/catalogo summer 2018.txt; manico lungo componibile
8050846014015;HLESD000-ECS35-026;p019-1-05;cobalto;cobalt blue;summer 2018 presentation/catalogo summer 2018.txt; manico lungo componibile
8050846014527;HLESD000-ECS35-422;p019-1-01;sangria;sangria;summer 2018 presentation/catalogo summer 2018.txt; manico lungo componibile
8050846014022;HLESD000-ECS35-484;p019-1-06;coral;coral;summer 2018 presentation/catalogo summer 2018.txt; manico lungo componibile
8050846014510;HLESD000-ECS35-485;p019-1-04;atlantic;atlantic;summer 2018 presentation/catalogo summer 2018.txt; manico lungo componibile
8056095063736;HLESF200-ECS00-010;p024-1-01;blu - grigio;blue - grey;summer 2018 presentation/catalogo summer 2018.txt; manico con fibbia goccia
8056095063705;HLESF200-ECS00-104;p024-1-03;terracotta - phard;terracotta - blush pink;summer 2018 presentation/catalogo summer 2018.txt; manico con fibbia goccia
8056095063712;HLESF200-ECS00-105;p024-1-04;grigio - avorio;grey - ivory;summer 2018 presentation/catalogo summer 2018.txt; manico con fibbia goccia
8056095063729;HLESF200-ECS00-106;p024-1-02;kiwi - polvere;kiwi - dusty blue;summer 2018 presentation/catalogo summer 2018.txt; manico con fibbia goccia
8050450217444;HLESF300-PES00-009;p018-1-06;blu;blue;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia rombo
8058983596531;HLESF300-PES00-093;p018-1-05;vino;wine;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia rombo
8050846042384;HLESF800-ECS94-017;p028-1-01;blu navy;navy blue;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia a goccia
8050846049154;HLESF800-ECS94-055;p028-1-02;nero;black;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia a goccia
8050846042407;HLESF800-ECS94-075;p028-1-03;rosa smoke;rose smoke;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia a goccia
8050846042391;HLESF800-ECS94-133;p028-1-04;grigio chiaro;light grey;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia a goccia
8050846042377;HLESF800-ECS94-134;p028-1-05;antracite;anthracite;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia a goccia
8050846049215;HLESF800-ECS94-559;p028-1-06;rame;copper;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia a goccia
8050846009875;HLESFC00-ECS08-009;p027-2-01;blu;blue;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia corto
8050538591503;HLESFC00-ECS08-009;p027-2-06;blu;blue;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia corto
8050450212388;HLESFC00-ECS08-018;p027-2-01;bordeaux;burgundy;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia corto
8050450212388;HLESFC00-ECS08-018;p027-2-02;bordeaux;burgundy;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia corto
8050538591534;HLESFC00-ECS08-055;p027-2-03;nero;black;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia corto
8050450212395;HLESFC00-ECS08-055;p027-2-03;nero;black;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia corto
8050538591541;HLESFC00-ECS08-084;p027-2-04;testa di moro;dark brown;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia corto
8050450212401;HLESFC00-ECS08-084;p027-2-04;testa di moro;dark brown;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia corto
8050450212418;HLESFC00-ECS08-089;p027-2-05;verde;green;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia corto
8050450212425;HLESFC00-ECS08-183;p027-2-02;viola;violet;fall 2018 presentation/catalogo fall 2018.txt; manico con fibbia corto
8050450212425;HLESFC00-ECS08-183;p027-2-06;viola;violet;winter 2018 presentation/catalogo winter 18.txt; manico con fibbia corto
8051770308782;HLESG000-ECS01-008;p018-1-01;bianco;white;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo ecopelle
8051770308768;HLESG000-ECS01-054;p018-1-03;naturale;natural;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo ecopelle
8051770308744;HLESG000-ECS01-055;p018-1-05;nero;black;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo ecopelle
8051770308751;HLESG000-ECS01-084;p018-1-02;testa di moro;dark brown;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo ecopelle
8051770308775;HLESG000-ECS01-086;p018-1-04;tortora;tortora;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo ecopelle
8058983594889;HLESG000-ECS04-026;p021-1-01;cobalto;cobalt blue;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058983594889;HLESG000-ECS04-026;p024-1-01;cobalto;cobalt blue;catalogo Spring 19.txt; Manico lungo nappina
8058983594896;HLESG000-ECS04-046;p021-1-03;mare;sea blue;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058983594919;HLESG000-ECS04-051;p021-1-05;mostarda;mustard;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058333583624;HLESG000-ECS04-128;p021-1-02;salmone;salmon;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058333583617;HLESG000-ECS04-137;p021-1-04;bluette;bright blue;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058983594902;HLESG000-ECS04-139;p021-1-06;mela;apple;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058333583648;HLESG000-ECS04-183;p021-1-07;viola;violet;summer 2018 presentation/catalogo summer 2018.txt; manico lungo ecopelle
8058333583648;HLESG000-ECS04-183;p024-1-02;viola;violet;catalogo Spring 19.txt; Manico lungo nappina
8050846033924;HLESG000-ECS83-017;p020-1-02;blu navy;navy blue;fall 2018 presentation/catalogo fall 2018.txt; manico lungo ecopelle con
8050846033917;HLESG000-ECS83-018;p020-1-01;bordeaux;burgundy;fall 2018 presentation/catalogo fall 2018.txt; manico lungo ecopelle con
8051770308706;HLESG000-PES00-054;p018-2-01;naturale;natural;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo pelle
8051770308706;HLESG000-PES00-054;p019-1-05;naturale;natural;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8051770308683;HLESG000-PES00-055;p018-2-02;nero;black;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo pelle
8051770308683;HLESG000-PES00-055;p019-1-03;nero;black;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8051770308690;HLESG000-PES00-084;p018-2-03;testa di moro;dark brown;spring 2019 presentation/catalogo Continuativo_Spring_19.txt; manico lungo pelle
8051770308690;HLESG000-PES00-084;p019-1-04;testa di moro;dark brown;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8050450212043;HLESG000-ROS00-008;p015-1-01;bianco;white;fall 2019 presentation_/catalogo continuativo fall 19.txt; manico lungo corda
8050450212043;HLESG000-ROS00-008;p019-1-02;bianco;white;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8050450212050;HLESG000-ROS00-009;p015-1-03;blu;blue;fall 2019 presentation_/catalogo continuativo fall 19.txt; manico lungo corda
8050450212050;HLESG000-ROS00-009;p019-1-07;blu;blue;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8050450213668;HLESG000-ROS00-054;p015-1-04;naturale;natural;fall 2019 presentation_/catalogo continuativo fall 19.txt; manico lungo corda
8050450213668;HLESG000-ROS00-054;p019-1-01;naturale;natural;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8051770309055;HLESG000-ROS00-055;p015-1-02;nero;black;fall 2019 presentation_/catalogo continuativo fall 19.txt; manico lungo corda
8051770309055;HLESG000-ROS00-055;p019-1-06;nero;black;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico lungo pelle
8050846089778;HLESG020-ECSC7-055;p029-1-01;nero;black;fall 2019 presentation_/catalogo fall 19.txt; manico lungo + goccia
8050846089792;HLESG020-ECSC7-076;p029-1-02;rosso;red;fall 2019 presentation_/catalogo fall 19.txt; manico lungo + goccia
8050846089785;HLESG020-ECSC7-137;p029-1-03;bluette;bluette;fall 2019 presentation_/catalogo fall 19.txt; manico lungo + goccia
8050846078550;HLESG020-EVS00-055;p029-2-02;nero;black;fall 2019 presentation_/catalogo fall 19.txt; manico lungo + goccia eva
8050846085046;HLESG020-EVS00-371;p029-2-01;latte;milk;fall 2019 presentation_/catalogo fall 19.txt; manico lungo + goccia eva
8058983597149;HLESGC00-ECS01-008;p020-1-07;bianco;white;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico extra slim goccia
8050450214399;HLESGC00-ECS01-055;p020-1-08;nero;black;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico extra slim goccia
8050450214405;HLESGC00-ECS01-084;p020-1-10;testa di moro;dark brown;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico extra slim goccia
8058983597149;HLESGC00-ECS01-086;p020-1-09;tortora;dove-grey;summer 2018 presentation/catalogo summer 2018 continuativo.txt; manico extra slim goccia
8050846033115;HLESGC00-ECS29-017;p030-1-01;blu navy;navy blue;fall 2018 presentation/catalogo fall 2018.txt; manico corto ecopelle
8050846033122;HLESGC00-ECS29-018;p030-1-03;bordeaux;burgundy;fall 2018 presentation/catalogo fall 2018.txt; manico corto ecopelle
8050846033177;HLESGC00-ECS29-050;p030-1-07;melanzana;aubergine;fall 2018 presentation/catalogo fall 2018.txt; manico corto ecopelle
8050846033160;HLESGC00-ECS29-055;p030-1-06;nero;black;fall 2018 presentation/catalogo fall 2018.txt; manico corto ecopelle
8050846039025;HLESGC00-ECS83-017;p029-1-02;blu navy;navy blue;fall 2018 presentation/catalogo fall 2018.txt; manico corto ecopelle con
8050846039032;HLESGC00-ECS83-018;p029-1-01;bordeaux;burgundy;fall 2018 presentation/catalogo fall 2018.txt; manico corto ecopelle con
8050846089686;HLESGC00-ECSC4-055;p034-1-01;nero;black;fall 2019 presentation_/catalogo fall 19.txt; manico corto ecopelle
8050846089693;HLESGC00-ECSC4-371;p034-1-02;latte;milk;fall 2019 presentation_/catalogo fall 19.txt; manico corto ecopelle
8050846029132;HLESGC00-PLS00-017;p027-3-01;blu navy;blue navy;catalogo Spring 19.txt; Manico corto plexiglass
8050846066915;HLESGC00-PLS00-026;p027-3-02;cobalto;cobalt blue;catalogo Spring 19.txt; Manico corto plexiglass
8050846066915;HLESGC00-PLS00-048;p027-3-04;mattone;brick;catalogo Spring 19.txt; Manico corto plexiglass
8050846061125;HLESGC00-PLS00-088;p027-3-03;turchese;turquoise;catalogo Spring 19.txt; Manico corto plexiglass
8050846029156;HLESGC00-PLS00-347;p027-3-05;cedro;cedro;catalogo Spring 19.txt; Manico corto plexiglass
8050846029118;HLESGC00-PLS00-371;p027-3-06;latte;milk;catalogo Spring 19.txt; Manico corto plexiglass
8050846029170;HLESGC00-PLS00-422;p027-3-08;sangria;sangria;catalogo Spring 19.txt; Manico corto plexiglass
8050846061132;HLESGC00-PLS00-588;p027-3-09;orchidea;orchid;catalogo Spring 19.txt; Manico corto plexiglass
8050846061118;HLESGC00-PLS00-589;p027-3-07;lily grey;lily grey;catalogo Spring 19.txt; Manico corto plexiglass
8050846078260;HLESGC00-PLS14-055;p051-1-01;nero;black;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto plexiglass
8050846067004;HLESGC00-PLS14-564;p051-1-02;tartarugato;tortoise shell;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto plexiglass
8050846057982;HLESGC00-ROS10-017;p052-2-03;blu navy;navy blue;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto corda cotone
8050846042278;HLESGC00-ROS10-026;p052-2-05;cobalto;cobalt;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto corda cotone
8050846058019;HLESGC00-ROS10-371;p052-2-07;latte;milk;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto corda cotone
8050846058026;HLESGC00-ROS10-422;p052-2-04;sangria;sangria;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto corda cotone
