'001;044;8050846061002;HLESAG01-ECS07-017;ANSES PLATES + CLIP EN FAUX CUIR EFFET GRIFFE;UNICA;2;6,300;12,60; ; ; ;blu navy;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'002;050;8050846060951;HLESAG01-ECS07-224;ANSES PLATES + CLIP EN FAUX CUIR EFFET GRIFFE;UNICA;2;6,300;12,60; ; ; ;verde inglese;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'003;031;8058983594889;HLESG000-ECS04-026;ANSES LONGUES EN FAUX CUIR POMPON;UNICA;2;7,030;14,06;ANSES/F.CUIR    ;COBAL;L    ;cobalto;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'004;051;8058983596739;HLESGC00-ECS04-017;ANSES COURTES EN FAUX CUIR POMPON;UNICA;3;6,050;18,15;ANSES/F.CUIR    ;NAPBL;S    ;blu navy;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'005;040;8050846029132;HLESGC00-PLS00-017;ANSES COURTES EN PLEXIGLAS + GOUTE;UNICA;1;12,590;12,59;ANSES/PLEXI     ;NAVY ;0;blu navy;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'006;020;8050846066915;HLESGC00-PLS00-026;ANSES COURTES EN PLEXIGLAS + GOUTE;UNICA;1;12,590;12,59; ; ; ;cobalto;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'007;068;8050846029170;HLESGC00-PLS00-422;ANSES COURTES EN PLEXIGLAS + GOUTE;UNICA;1;12,590;12,59; ; ; ;sangria;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'008;038;8050846029187;HLESGC00-PLS00-486;ANSES COURTES EN PLEXIGLAS + GOUTE;UNICA;1;12,590;12,59;ANSES/PLEXI     ;PINK ;0;pink;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'009;052;8050846058026;HLESGC00-ROS10-422;ANSES COURTES EN CORDE EN COTON TRESSE;UNICA;2;7,800;15,60;ANSES/CORDECOTON;SANGR;S    ;sangria;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'010;048;8050846058057;HLESGC00-ROS10-486;ANSES COURTES EN CORDE EN COTON TRESSE;UNICA;1;7,800;7,80;ANSES/CORDECOTON;PINK ;S    ;pink;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'011;060;8050846061040;HLESLL01-ECS07-017;ANSES LONGUES LINEAR AVEC BOUCLE EN FAUX CUIR EFFET GRIFFE;UNICA;3;13,330;39,99; ; ; ;blu navy;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'012;032;8050846006393;OBAGB001-EVS00-026;CORPS O BAG EVA COMPOUND;UNICA;1;14,400;14,40;OBODY           ;COBAL;0;cobalto;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'013;033;8050846051539;OBAGB001-EVS00-224;CORPS O BAG EVA COMPOUND;UNICA;1;14,400;14,40; ; ; ;verde inglese;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'014;021;8050846006423;OBAGB001-EVS00-486;CORPS O BAG EVA COMPOUND;UNICA;1;14,400;14,40;OBODY           ;PINK ;0;pink;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'015;041;8050846062856;OBAGB002-EVS00-224;CORPS O BAG MINI EVA COMPOUND;UNICA;1;14,400;14,40; ; ; ;verde inglese;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
'016;008;8050846006553;OBAGB002-EVS00-422;CORPS O BAG MINI EVA COMPOUND;UNICA;1;14,400;14,40;MINIOBODY       ;SANGR;0;sangria;PROF726TOULOUSE.txt;PROF;27/03/2019;1120,76;1077,76;2019 01/OBAG/2929 298373
