2019-02-SpringBloom/FAT_2019_50_0000279.MANQUANT.csv
Inconnu;3 items=3 ; OBAGAM16-MAS00-026 OBAGAM16-MAS00-422 OBAGAM16-MAS00-486;page inconnue
fall 2018 presentation/catalogo fall 2018.txt;3 items=1 2 ; HLESG000-ECS04-017 HLESGC00-ECS04-026 HLESGC00-ECS04-017;19,28
fall 2019 presentation_/catalogo fall 19.txt;5 items=1 1 1 2 ; HLESG000-ECS04-017 HLESGC00-ECS04-017 HLESZ817-TES20-009 OCLKD001-MESC4-062 OCLKD001-MESC4-389;27,33,137,151
spring 2018 presentation/catalogo spring 2018.txt;5 items=1 1 1 1 1 ; OBAGB016-EVS00-422 OBAGB206-EVS00-422 HLESD000-ECS35-026 OBAGS001-TES01-422 OBAGS016-TES01-422;11,16,20,92,114
spring 2019 presentation/catalogo Spring 19.txt;17 items=1 1 3 2 1 1 1 1 2 1 1 2 ; OBAGB016-EVS00-422 OBAGB206-EVS00-422 HLESG000-ECS04-017 HLESD000-ECS35-026 HLESD000-ECS35-422 HLESAH02-PLS00-017 HLESAH02-PLS00-224 OBAGS001-TES01-422 OBAGS601-TESY3-026 OBAGS002-TES01-422 OBAGS602-TESY3-026 OBAGS016-TES01-422 OBAGS016-TES01-486 OBAGS616-TESY3-026 HLESZ817-TES20-009 OBAGS019-TES01-026 OBAGS019-TES01-422;11,18,24,31,52,56,58,62,63,66,93,94
summer 2018 presentation/catalogo beach 2018.txt;1 item=1 ; OBAGS016-TES01-486;46
summer 2018 presentation/catalogo summer 2018.txt;11 items=1 1 2 1 1 1 2 2 ; OBAGB016-EVS00-422 OBAGB206-EVS00-422 HLESD000-ECS35-422 HLESD000-ECS35-026 HLESGC00-ECS04-026 OBAGS001-TES01-422 OBAGS002-TES01-422 OBAGS016-TES01-422 OBAGS016-TES01-486 OBAGS019-TES01-026 OBAGS019-TES01-422;8,11,19,35,88,92,105,127
summer 2019 presentation/catalogo summer_beach 2019.txt;15 items=1 1 2 1 2 1 1 1 2 1 2 ; OBAGB016-EVS00-422 OBAGB206-EVS00-422 HLESD000-ECS35-026 HLESD000-ECS35-422 HLESG000-ECS04-017 HLESGC00-ECS04-017 HLESGC00-ECS04-026 OBAGS001-TES01-422 OBAGS002-TES01-422 OBAGS016-TES01-422 OBAGS019-TES01-026 OBAGS019-TES01-422 HLESZ817-TES20-009 OCLKD001-MESC4-062 OCLKD001-MESC4-389;12,27,36,38,48,78,83,87,119,122,161
winter 2018 presentation/catalogo winter 18.txt;3 items=2 1 ; HLESGC00-ECS04-017 HLESGC00-ECS04-026 HLESG000-ECS04-017;29,32
