'065;141;OBAGB206-EVS00-158;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;vulcano;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'066;123;OBAGB206-EVS00-614;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;imperial blu;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'067;037;OBAGB206-EVS00-615;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;military;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'068;154;OBAGB206-EVS00-616;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;ice;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'069;142;OBAGB426-ECSD3-227;CORPS COMPLET O BAG TOTE EN FAUX CUIR IMPRIME MARIGOLD;UNICA;2;31,480;62,96;bianco/nero;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'070;089;OBAGC534-ECS29-017;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM EN FAUX CUIR IMPRIME COCO;UNICA;1;8,890;8,89;blu navy;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'071;218;OBAGC534-ECS29-084;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM EN FAUX CUIR IMPRIME COCO;UNICA;1;8,890;8,89;testa di moro;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'072;173;OBAGC534-ECSC4-371;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM EN FAUX CUIR EFFET GRIFFE + CLOUS;UNICA;1;11,850;11,85;latte;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'073;099;OBAGC534-ECSC9-055;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM EN FAUX CUIR IMPRIME ATHLEISURE;UNICA;1;8,890;8,89;nero;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
'074;114;OBAGC534-ECSC9-137;FERMETURE À BANDEAU AVEC BOUCLE O BAG GLAM EN FAUX CUIR IMPRIME ATHLEISURE;UNICA;1;8,890;8,89;bluette;FAT_2019_50_0001933.txt;FAT;17/09/2019;6224,71;CodeBarre;2019 03/OBAG/1123 359262
