 01;;Fichier;;2019-01-SanValentin/FAT_2019_321_0000086.txt
 02;;Boutique;;
 03;;Ref. facture;;2019 321 86 29/01/2019
 04;;Total facture;;1005,14
 05;;Total produits;;970,14
 06;;Cumul montant;;941.25;;Etat courant = 'attenteTaille'
 07;ANOMALIE MONTANT;;941.25;970.14
'001;001;ACCEO114-MAS00-076;ACCESSORIO PORTACHIAVI LETTERING LOVE MATERIALE PLASTICO ROUGE;UNICA;6;7,78;46,68
'002;002;OBAGS002-TESBV-055;SACCA INTERNA ZIP O BAG MINI TESSUTO STAMPA LOVE NOIR;UNICA;3;11,85;35,55
'003;003;OCLKD001-MESF5-008;O CLOCK MECCANISMO SPARKLING HEART BLANC;UNICA;4;9,63;38,52
'004;004;OCLKD001-MESF6-004;O CLOCK MECCANISMO SHINY HEARTS ARGENT;UNICA;3;9,63;28,89
'005;005;OCLKS007-SIS01-025-M;O CLOCK BRACELET COVER EN SILICONE CIPRIA;M;2;3,60;7,20
'006;006;OCLKS007-SIS01-025-S;O CLOCK BRACELET COVER EN SILICONE CIPRIA;S;2;3,60;7,20
'007;007;OCLKD001-MESF5-025;O CLOCK MECCANISMO SPARKLING HEART CIPRIA;UNICA;4;9,63;38,52
'008;008;ACCEO117-EVS00-076;ACCESSORIO PORTACHIAVI PIERCED HEART EVA COMPOUND ROUGE;UNICA;4;5,19;20,76
'009;009;OCLKS007-SIS01-055-M;O CLOCK BRACELET COVER EN SILICONE NOIR;M;2;3,60;7,20
'010;010;OBAGS002-TESBV-076;SACCA INTERNA ZIP O BAG MINI TESSUTO STAMPA LOVE ROUGE;UNICA;3;11,85;35,55
'011;011;HLESMD00-ECS46-055;MICRO-ANSES TUBULAIRES COURTES EN FAUX CUIR LISSE NOIR;UNICA;6;12,66;75,96
'012;012;ACCEP001-ECSE4-076;label FULL SPOT SPA label CSUPIK/2019/02/7727 label 29/01/2019;UNICA;3;10,00;30,00
'013;013;OBAGB002-EVS59-038;ACCESSORIO POCHETTE ECOPELLE STAMPA LOVE ROUGE;UNICA;3;27,78;83,34
'014;014;OCLKS007-SIS01-076-S;SCOCCA O BAG MINI EVA COMPOUND STAMPA LOVE GRIS GRAPHITE;S;3;3,60;10,80
'015;015;OCLKS007-SIS01-076-M;O CLOCK BRACELET COVER EN SILICONE ROUGE;M;2;3,60;7,20
'016;016;OCLKS007-SIS01-055-S;O CLOCK BRACELET COVER EN SILICONE ROUGE;S;3;3,60;10,80
'017;017;OBAGS001-TESBV-055;O CLOCK BRACELET COVER EN SILICONE NOIR;UNICA;3;11,85;35,55
'018;018;ACCEP001-ECSE4-055;SACCA INTERNA ZIP O BAG TESSUTO STAMPA LOVE NOIR;UNICA;3;10,00;30,00
'019;019;OBAGB001-EVS59-076;ACCESSORIO POCHETTE ECOPELLE STAMPA LOVE NOIR;UNICA;3;27,78;83,34
'020;020;OBAGS001-TESBV-076;SCOCCA O BAG EVA COMPOUND STAMPA LOVE ROUGE;UNICA;3;11,85;35,55
'021;021;HLESCE01-ECS00-055;SACCA INTERNA ZIP O BAG TESSUTO STAMPA LOVE ROUGE;UNICA;6;12,66;75,96
'022;022;OBAGB002-EVS59-076;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;3;27,78;83,34
'023;023;ACCEP001-ECSE4-371;SCOCCA O BAG MINI EVA COMPOUND STAMPA LOVE ROUGE;UNICA;3;10,00;30,00
'024;024;OBAGB001-EVS59-038;ACCESSORIO POCHETTE ECOPELLE STAMPA LOVE LATTE;UNICA;3;27,78;83,34
'025;025;OCLKD001-MESF5-076-;Récapitulatif catégories douanières;
