 01;;Fichier;;2019-01-SanValentin/FAT_2019_321_0000087.txt
 02;;Boutique;;
 03;;Ref. facture;;2019 321 87 29/01/2019
 04;;Total facture;;1005,14
 05;;Total produits;;970,14
 06;;Cumul montant;;941.25;;Etat courant = 'attenteTaille'
 07;ANOMALIE MONTANT;;941.25;970.14
'001;001;OCLKD001-MESF5-008;O CLOCK MECCANISMO SPARKLING HEART BLANC;UNICA;4;9,63;38,52
'002;002;ACCEO114-MAS00-076;ACCESSORIO PORTACHIAVI LETTERING LOVE MATERIALE PLASTICO ROUGE;UNICA;6;7,78;46,68
'003;003;OBAGS002-TESBV-055;SACCA INTERNA ZIP O BAG MINI TESSUTO STAMPA LOVE NOIR;UNICA;3;11,85;35,55
'004;004;OCLKS007-SIS01-076;O CLOCK BRACELET COVER EN SILICONE ROUGE;S;3;3,60;10,80
'005;005;ACCEP001-ECSE4-055;ACCESSORIO POCHETTE ECOPELLE STAMPA LOVE NOIR;UNICA;3;10,00;30,00
'006;006;OBAGS001-TESBV-076;SACCA INTERNA ZIP O BAG TESSUTO STAMPA LOVE ROUGE;UNICA;3;11,85;35,55
'007;007;OBAGS001-TESBV-055;SACCA INTERNA ZIP O BAG TESSUTO STAMPA LOVE NOIR;UNICA;3;11,85;35,55
'008;008;OBAGB001-EVS59-038;SCOCCA O BAG EVA COMPOUND STAMPA LOVE GRIS GRAPHITE;UNICA;3;27,78;83,34
'009;009;OBAGB001-EVS59-076;SCOCCA O BAG EVA COMPOUND STAMPA LOVE ROUGE;UNICA;3;27,78;83,34
'010;010;HLESCE01-ECS00-055;ANSES DOUBLE CHAINE EN " T " EN FAUX CUIR NOIR;UNICA;6;12,66;75,96
'011;011;OCLKD001-MESF5-025;O CLOCK MECCANISMO SPARKLING HEART CIPRIA;UNICA;4;9,63;38,52
'012;012;OBAGB002-EVS59-038;label FULL SPOT SPA label CSUPIK/2019/02/7728 label 29/01/2019;UNICA;3;27,78;83,34
'013;013;OBAGS002-TESBV-076;SCOCCA O BAG MINI EVA COMPOUND STAMPA LOVE GRIS GRAPHITE;UNICA;3;11,85;35,55
'014;014;OBAGB002-EVS59-076;SACCA INTERNA ZIP O BAG MINI TESSUTO STAMPA LOVE ROUGE;UNICA;3;27,78;83,34
'015;015;OCLKS007-SIS01-076;SCOCCA O BAG MINI EVA COMPOUND STAMPA LOVE ROUGE;M;2;3,60;7,20
'016;016;ACCEP001-ECSE4-371;O CLOCK BRACELET COVER EN SILICONE ROUGE;UNICA;3;10,00;30,00
'017;017;OCLKS007-SIS01-025;ACCESSORIO POCHETTE ECOPELLE STAMPA LOVE LATTE;M;2;3,60;7,20
'018;018;HLESMD00-ECS46-055;O CLOCK BRACELET COVER EN SILICONE CIPRIA;UNICA;6;12,66;75,96
'019;019;OCLKD001-MESF5-076;MICRO-ANSES TUBULAIRES COURTES EN FAUX CUIR LISSE NOIR;UNICA;3;9,63;28,89
'020;020;ACCEO117-EVS00-076;O CLOCK MECCANISMO SPARKLING HEART ROUGE;UNICA;4;5,19;20,76
'021;021;OCLKS007-SIS01-025;ACCESSORIO PORTACHIAVI PIERCED HEART EVA COMPOUND ROUGE;S;2;3,60;7,20
'022;022;OCLKS007-SIS01-055;O CLOCK BRACELET COVER EN SILICONE CIPRIA;M;2;3,60;7,20
'023;023;OCLKS007-SIS01-055;O CLOCK BRACELET COVER EN SILICONE NOIR;S;3;3,60;10,80
'024;024;ACCEP001-ECSE4-076;O CLOCK BRACELET COVER EN SILICONE NOIR;UNICA;3;10,00;30,00
'025;025;OCLKD001-MESF6-004;Récapitulatif catégories douanières
