codeBarre;Code compact;Catalogue;p000-01;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en
codeBarre;OBAGT033-FAS02-018; O bag winter 2018;p068-03; bordo O bag urban;OBAGT033;FAS02;018;bordeaux;burgundy
codeBarre;OBAGT033-FAS02-055; O bag winter 2018;p068-04; bordo O bag urban;OBAGT033;FAS02;055;nero;black
codeBarre;OBAGT033-FAS02-075; O bag winter 2018;p068-05; bordo O bag urban;OBAGT033;FAS02;075;rosa smoke;rose smoke
codeBarre;OBAGT033-FAS02-086; O bag winter 2018;p068-06; bordo O bag urban;OBAGT033;FAS02;086;tortora;dove - grey
codeBarre;OBAGT033-FAS02-133; O bag winter 2018;p068-07; bordo O bag urban;OBAGT033;FAS02;133;grigio chiaro;light grey
codeBarre;OBAGT033-FAS02-548; O bag winter 2018;p068-08; bordo O bag urban;OBAGT033;FAS02;548;bionda;blonde
codeBarre;OBAGT033-FAS04-009; O bag winter 2018;p069-01; bordo O bag urban;OBAGT033;FAS04;009;blu;blue
codeBarre;OBAGT033-FAS42-055; O bag winter 2018;p069-01; bordo O bag urban;OBAGT033;FAS42;055;nero;black
codeBarre;OBAGT033-FAS04-054; O bag winter 2018;p069-02; bordo O bag urban;OBAGT033;FAS04;054;naturale;natural
codeBarre;OBAGT033-FAS04-055; O bag winter 2018;p069-03; bordo O bag urban;OBAGT033;FAS04;055;nero;black
codeBarre;OBAGT033-LAS41-055; O bag winter 2018;p070-01; bordo O bag urban lana;OBAGT033;LAS41;055;nero;black
codeBarre;OBAGT033-FAS23-133; O bag winter 2018;p070-01; bordo O bag urban;OBAGT033;FAS23;133;grigio chiaro;light grey
codeBarre;OBAGT033-LAS41-076; O bag winter 2018;p070-02; bordo O bag urban lana;OBAGT033;LAS41;076;rosso;red
codeBarre;OBAGT033-FAS23-086; O bag winter 2018;p070-02; bordo O bag urban;OBAGT033;FAS23;086;tortora;dove
codeBarre;OBAGT033-LAS41-371; O bag winter 2018;p070-03; bordo O bag urban lana;OBAGT033;LAS41;371;latte;milk
codeBarre;OBAGT033-LAS40-024; O bag winter 2018;p071-01; bordo O bag urban lana;OBAGT033;LAS40;024;cioccolato;chocolate¬ 
codeBarre;OBAGT033-LAS40-561; O bag winter 2018;p071-02; bordo O bag urban lana;OBAGT033;LAS40;561;cammello;camel
codeBarre;OBAGT033-LAS40-018; O bag winter 2018;p071-03; bordo O bag urban lana;OBAGT033;LAS40;018;bordeaux;burgundy
codeBarre;OBAGT033-LAS40-024; O bag winter 2018;p071-04; bordo O bag urban lana;OBAGT033;LAS40;024;cioccolato;chocolate¬ 
codeBarre;OBAGT033-LAS40-055; O bag winter 2018;p071-05; bordo O bag urban lana;OBAGT033;LAS40;055;nero;black
codeBarre;OBAGC101-FAS01-055; O bag winter 2018;p074-01; cover O bag ecopelliccia;OBAGC101;FAS01;055;nero;black
codeBarre;OBAGC101-FAS01-075; O bag winter 2018;p074-02; cover O bag ecopelliccia;OBAGC101;FAS01;075;rosa smoke;rose smoke
codeBarre;OBAGC101-FAS01-024; O bag winter 2018;p074-03; cover O bag ecopelliccia;OBAGC101;FAS01;024;cioccolato;chocolate
codeBarre;OBAGC101-FAS01-133; O bag winter 2018;p074-04; cover O bag ecopelliccia;OBAGC101;FAS01;133;grigio chiaro;light grey
codeBarre;OBAGC101-FAS01-137; O bag winter 2018;p074-05; cover O bag ecopelliccia;OBAGC101;FAS01;137;bluette;bright blue
codeBarre;OBAGC101-FAS01-371; O bag winter 2018;p074-06; cover O bag ecopelliccia;OBAGC101;FAS01;371;latte;milk
codeBarre;OBAGC102-FAS01-024; O bag winter 2018;p075-01; cover O bag mini;OBAGC102;FAS01;024;cioccolato;chocolate¬ 
codeBarre;OBAGC102-FAS01-055; O bag winter 2018;p075-02; cover O bag mini;OBAGC102;FAS01;055;nero;black
codeBarre;OBAGC102-FAS01-075; O bag winter 2018;p075-03; cover O bag mini;OBAGC102;FAS01;075;rosa smoke;rose smoke
codeBarre;OBAGC102-FAS01-133; O bag winter 2018;p075-04; cover O bag mini;OBAGC102;FAS01;133;grigio chiaro;light grey
codeBarre;OBAGC102-FAS01-137; O bag winter 2018;p075-05; cover O bag mini;OBAGC102;FAS01;137;bluette;bright blue
codeBarre;OBAGC102-FAS01-371; O bag winter 2018;p075-06; cover O bag mini;OBAGC102;FAS01;371;latte;milk
codeBarre;OBAGS001-TESD5-009; O bag winter 2018;p078-01; sacca interna zip O bag;OBAGS001;TESD5;009;blu;blue
codeBarre;OBAGS001-TESD5-018; O bag winter 2018;p078-02; sacca interna zip O bag;OBAGS001;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS001-TESD5-024; O bag winter 2018;p078-03; sacca interna zip O bag;OBAGS001;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS001-TESD5-055; O bag winter 2018;p078-04; sacca interna zip O bag;OBAGS001;TESD5;055;nero;black
codeBarre;OBAGS001-TESD5-075; O bag winter 2018;p078-05; sacca interna zip O bag;OBAGS001;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS001-TESD5-076; O bag winter 2018;p078-06; sacca interna zip O bag;OBAGS001;TESD5;076;rosso;red
codeBarre;OBAGS001-TESD5-130; O bag winter 2018;p078-07; sacca interna zip O bag;OBAGS001;TESD5;130;azzurro;light blue
codeBarre;OBAGS001-TESD5-134; O bag winter 2018;p078-08; sacca interna zip O bag;OBAGS001;TESD5;134;antracite;anthracite
codeBarre;OBAGS001-TESD5-371; O bag winter 2018;p078-09; sacca interna zip O bag;OBAGS001;TESD5;371;latte;milk
codeBarre;OBAGS001-TESD5-559; O bag winter 2018;p078-10; sacca interna zip O bag;OBAGS001;TESD5;559;rame;copper
codeBarre;OBAGS001-TEST7-018; O bag winter 2018;p079-01; sacca interna zip O bag;OBAGS001;TEST7;018;bordeaux;burgundy
codeBarre;OBAGS001-TEST7-055; O bag winter 2018;p079-02; sacca interna zip O bag;OBAGS001;TEST7;055;nero;black
codeBarre;OBAGS001-TEST7-086; O bag winter 2018;p079-03; sacca interna zip O bag;OBAGS001;TEST7;086;tortora;dove - grey
codeBarre;OBAGS001-TEST7-258; O bag winter 2018;p079-04; sacca interna zip O bag;OBAGS001;TEST7;258;beige;beige
codeBarre;OBAGS001-TEST7-024; O bag winter 2018;p079-05; sacca interna zip O bag;OBAGS001;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS001-TEST7-054; O bag winter 2018;p079-06; sacca interna zip O bag;OBAGS001;TEST7;054;naturale;natural
codeBarre;OBAGS002-TESD5-009; O bag winter 2018;p080-01; sacca interna zip O bag mini;OBAGS002;TESD5;009;blu;blue
codeBarre;OBAGS002-TESD5-018; O bag winter 2018;p080-02; sacca interna zip O bag mini;OBAGS002;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS002-TESD5-024; O bag winter 2018;p080-03; sacca interna zip O bag mini;OBAGS002;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS002-TESD5-055; O bag winter 2018;p080-04; sacca interna zip O bag mini;OBAGS002;TESD5;055;nero;black
codeBarre;OBAGS002-TESD5-075; O bag winter 2018;p080-05; sacca interna zip O bag mini;OBAGS002;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS002-TESD5-076; O bag winter 2018;p080-06; sacca interna zip O bag mini;OBAGS002;TESD5;076;rosso;red
codeBarre;OBAGS002-TESD5-130; O bag winter 2018;p080-07; sacca interna zip O bag mini;OBAGS002;TESD5;130;azzurro;light blue
codeBarre;OBAGS002-TESD5-134; O bag winter 2018;p080-08; sacca interna zip O bag mini;OBAGS002;TESD5;134;antracite;anthracite
codeBarre;OBAGS002-TESD5-371; O bag winter 2018;p080-09; sacca interna zip O bag mini;OBAGS002;TESD5;371;latte;milk
codeBarre;OBAGS002-TESD5-559; O bag winter 2018;p080-10; sacca interna zip O bag mini;OBAGS002;TESD5;559;rame;copper
codeBarre;OBAGS002-TESR1-018; O bag winter 2018;p081-01; sacca interna zip O bag mini;OBAGS002;TESR1;018;bordeaux;burgundy
codeBarre;OBAGS002-TEST7-024; O bag winter 2018;p081-01; sacca interna zip O bag mini;OBAGS002;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS002-TESR1-055; O bag winter 2018;p081-02; sacca interna zip O bag mini;OBAGS002;TESR1;055;nero;black
codeBarre;OBAGS002-TEST7-054; O bag winter 2018;p081-02; sacca interna zip O bag mini;OBAGS002;TEST7;054;naturale;natural
codeBarre;OBAGS002-TESR1-086; O bag winter 2018;p081-03; sacca interna zip O bag mini;OBAGS002;TESR1;086;tortora;dove - grey
codeBarre;OBAGS002-TESR1-258; O bag winter 2018;p081-04; sacca interna zip O bag mini;OBAGS002;TESR1;258;beige;beige
codeBarre;OBAGS016-TESD5-009; O bag winter 2018;p082-01; sacca interna zip O moon;OBAGS016;TESD5;009;blu;blue
codeBarre;OBAGS016-TESD5-018; O bag winter 2018;p082-02; sacca interna zip O moon;OBAGS016;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS016-TESD5-024; O bag winter 2018;p082-03; sacca interna zip O moon;OBAGS016;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS016-TESD5-055; O bag winter 2018;p082-04; sacca interna zip O moon;OBAGS016;TESD5;055;nero;black
codeBarre;OBAGS016-TESD5-075; O bag winter 2018;p082-05; sacca interna zip O moon;OBAGS016;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS016-TESD5-130; O bag winter 2018;p082-06; sacca interna zip O moon;OBAGS016;TESD5;130;azzurro;light blue
codeBarre;OBAGS016-TESD5-559; O bag winter 2018;p082-07; sacca interna zip O moon;OBAGS016;TESD5;559;rame;copper
codeBarre;OBAGS016-TESD5-134; O bag winter 2018;p082-08; sacca interna zip O moon;OBAGS016;TESD5;134;antracite;anthracite
codeBarre;OBAGS016-TESD5-371; O bag winter 2018;p082-09; sacca interna zip O moon;OBAGS016;TESD5;371;latte;milk
codeBarre;OBAGS016-TESR1-018; O bag winter 2018;p083-01; sacca interna zip O moon;OBAGS016;TESR1;018;bordeaux;burgundy
codeBarre;OBAGS016-TEST7-024; O bag winter 2018;p083-01; sacca interna zip O moon;OBAGS016;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS016-TESR1-086; O bag winter 2018;p083-02; sacca interna zip O moon;OBAGS016;TESR1;086;tortora;dove - grey
codeBarre;OBAGS016-TEST7-054; O bag winter 2018;p083-02; sacca interna zip O moon;OBAGS016;TEST7;054;naturale;natural
codeBarre;OBAGS016-FAS09-008; O bag winter 2018;p084-01; sacca interna zip O moon;OBAGS016;FAS09;008;bianco;white
codeBarre;OBAGS016-FAS09-024; O bag winter 2018;p084-02; sacca interna zip O moon;OBAGS016;FAS09;024;cioccolato;chocolate¬ 
codeBarre;OBAGS016-FAS09-055; O bag winter 2018;p084-03; sacca interna zip O moon;OBAGS016;FAS09;055;nero;black
codeBarre;OBAGS016-FAS09-075; O bag winter 2018;p084-04; sacca interna zip O moon;OBAGS016;FAS09;075;rosa smoke;rose smoke
codeBarre;OBAGS016-FAS09-133; O bag winter 2018;p084-05; sacca interna zip O moon;OBAGS016;FAS09;133;grigio chiaro;light grey
codeBarre;OBAGS016-FAS09-137; O bag winter 2018;p084-06; sacca interna zip O moon;OBAGS016;FAS09;137;bluette;bright blue
codeBarre;OBAGS016-TES33-017; O bag winter 2018;p085-01; sacca interna zip O moon;OBAGS016;TES33;017;blu navy;navy blue
codeBarre;OBAGS016-TES33-026; O bag winter 2018;p085-02; sacca interna zip O moon;OBAGS016;TES33;026;cobalto;cobalt blue
codeBarre;OBAGS016-TES33-075; O bag winter 2018;p085-03; sacca interna zip O moon;OBAGS016;TES33;075;rosa smoke;rose smoke
codeBarre;OBAGS017-TESD5-009; O bag winter 2018;p086-01; sacca interna zip O moon;OBAGS017;TESD5;009;blu;blue
codeBarre;OBAGS017-TESD5-018; O bag winter 2018;p086-02; sacca interna zip O moon;OBAGS017;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS017-TESD5-024; O bag winter 2018;p086-03; sacca interna zip O moon;OBAGS017;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS017-TESD5-055; O bag winter 2018;p086-04; sacca interna zip O moon;OBAGS017;TESD5;055;nero;black
codeBarre;OBAGS017-TESD5-075; O bag winter 2018;p086-05; sacca interna zip O moon;OBAGS017;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS017-TESD5-371; O bag winter 2018;p086-06; sacca interna zip O moon;OBAGS017;TESD5;371;latte;milk
codeBarre;OBAGS017-TESD5-134; O bag winter 2018;p086-07; sacca interna zip O moon;OBAGS017;TESD5;134;antracite;anthracite
codeBarre;OBAGS017-TESD5-130; O bag winter 2018;p086-08; sacca interna zip O moon;OBAGS017;TESD5;130;azzurro;light blue
codeBarre;OBAGS017-TESD5-559; O bag winter 2018;p086-09; sacca interna zip O moon;OBAGS017;TESD5;559;rame;copper
codeBarre;OBAGS017-TESR1-018; O bag winter 2018;p087-01; sacca interna zip O moon;OBAGS017;TESR1;018;bordeaux;burgundy
codeBarre;OBAGS017-TEST7-024; O bag winter 2018;p087-01; sacca interna zip O moon;OBAGS017;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS017-TESR1-086; O bag winter 2018;p087-02; sacca interna zip O moon;OBAGS017;TESR1;086;tortora;dove - grey
codeBarre;OBAGS017-TEST7-054; O bag winter 2018;p087-02; sacca interna zip O moon;OBAGS017;TEST7;054;naturale;natural
codeBarre;OBAGS017-TEST8-017; O bag winter 2018;p088-01; sacca interna zip O moon;OBAGS017;TEST8;017;blu navy;navy blue
codeBarre;OBAGS017-TEST8-055; O bag winter 2018;p088-02; sacca interna zip O moon;OBAGS017;TEST8;055;nero;black
codeBarre;OBAGS031-TESD5-009; O bag winter 2018;p089-01; sacca interna zip O bag knit;OBAGS031;TESD5;009;blu;blue
codeBarre;OBAGS031-TESD5-018; O bag winter 2018;p089-02; sacca interna zip O bag knit;OBAGS031;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS031-TESD5-024; O bag winter 2018;p089-03; sacca interna zip O bag knit;OBAGS031;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS031-TESD5-055; O bag winter 2018;p089-04; sacca interna zip O bag knit;OBAGS031;TESD5;055;nero;black
codeBarre;OBAGS031-TESD5-075; O bag winter 2018;p089-05; sacca interna zip O bag knit;OBAGS031;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS031-TESD5-130; O bag winter 2018;p089-06; sacca interna zip O bag knit;OBAGS031;TESD5;130;azzurro;light blue
codeBarre;OBAGS031-TESD5-134; O bag winter 2018;p089-07; sacca interna zip O bag knit;OBAGS031;TESD5;134;antracite;anthracite
codeBarre;OBAGS031-TESD5-371; O bag winter 2018;p089-08; sacca interna zip O bag knit;OBAGS031;TESD5;371;latte;milk
codeBarre;OBAGS031-TESD5-559; O bag winter 2018;p089-09; sacca interna zip O bag knit;OBAGS031;TESD5;559;rame;copper
codeBarre;OBAGS031-TEST7-055; O bag winter 2018;p090-01; sacca interna zip O bag knit;OBAGS031;TEST7;055;nero;black
codeBarre;OBAGS031-TEST7-086; O bag winter 2018;p090-02; sacca interna zip O bag knit;OBAGS031;TEST7;086;tortora;dove - grey
codeBarre;OBAGS031-TEST7-024; O bag winter 2018;p090-03; sacca interna zip O bag knit;OBAGS031;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS031-TEST7-054; O bag winter 2018;p090-04; sacca interna zip O bag knit;OBAGS031;TEST7;054;naturale;natural
codeBarre;OBAGS031-FAS09-055; O bag winter 2018;p091-01; sacca interna zip O bag knit;OBAGS031;FAS09;055;nero;black
codeBarre;OBAGS031-FAS09-371; O bag winter 2018;p091-02; sacca interna zip O bag knit;OBAGS031;FAS09;371;latte;milk
codeBarre;OBAGS031-FAS09-017; O bag winter 2018;p091-03; sacca interna zip O bag knit;OBAGS031;FAS09;017;blu navy;navy blue
codeBarre;OBAGS031-FAS09-026; O bag winter 2018;p091-04; sacca interna zip O bag knit;OBAGS031;FAS09;026;cobalto;cobalt blue
codeBarre;OBAGS031-FAS09-075; O bag winter 2018;p091-05; sacca interna zip O bag knit;OBAGS031;FAS09;075;rosa smoke;rose smoke
codeBarre;OBAGS032-TESD5-009; O bag winter 2018;p092-01; sacca interna zip O bag knit;OBAGS032;TESD5;009;blu;blue
codeBarre;OBAGS032-TESD5-018; O bag winter 2018;p092-02; sacca interna zip O bag knit;OBAGS032;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS032-TESD5-024; O bag winter 2018;p092-03; sacca interna zip O bag knit;OBAGS032;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS032-TESD5-055; O bag winter 2018;p092-04; sacca interna zip O bag knit;OBAGS032;TESD5;055;nero;black
codeBarre;OBAGS032-TESD5-075; O bag winter 2018;p092-05; sacca interna zip O bag knit;OBAGS032;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS032-TESD5-130; O bag winter 2018;p092-06; sacca interna zip O bag knit;OBAGS032;TESD5;130;azzurro;light blue
codeBarre;OBAGS032-TESD5-134; O bag winter 2018;p092-07; sacca interna zip O bag knit;OBAGS032;TESD5;134;antracite;anthracite
codeBarre;OBAGS032-TESD5-371; O bag winter 2018;p092-08; sacca interna zip O bag knit;OBAGS032;TESD5;371;latte;milk
codeBarre;OBAGS032-TESD5-559; O bag winter 2018;p092-09; sacca interna zip O bag knit;OBAGS032;TESD5;559;rame;copper
codeBarre;OBAGS032-TESR1-055; O bag winter 2018;p093-01; sacca interna zip O bag knit;OBAGS032;TESR1;055;nero;black
codeBarre;OBAGS032-TEST7-024; O bag winter 2018;p093-01; sacca interna zip O bag knit;OBAGS032;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS032-TESR1-086; O bag winter 2018;p093-02; sacca interna zip O bag knit;OBAGS032;TESR1;086;tortora;dove - grey
codeBarre;OBAGS032-TEST7-054; O bag winter 2018;p093-02; sacca interna zip O bag knit;OBAGS032;TEST7;054;naturale;natural
codeBarre;OBAGS032-FAS09-055; O bag winter 2018;p094-01; sacca interna zip O bag knit;OBAGS032;FAS09;055;nero;black
codeBarre;OBAGS032-TES33-017; O bag winter 2018;p094-01; sacca interna zip O bag knit;OBAGS032;TES33;017;blu navy;navy blue
codeBarre;OBAGS032-FAS09-371; O bag winter 2018;p094-02; sacca interna zip O bag knit;OBAGS032;FAS09;371;latte;milk
codeBarre;OBAGS032-TES33-026; O bag winter 2018;p094-02; sacca interna zip O bag knit;OBAGS032;TES33;026;cobalto;cobalt blue
codeBarre;OBAGS032-TES33-075; O bag winter 2018;p094-03; sacca interna zip O bag knit;OBAGS032;TES33;075;rosa smoke;rose smoke
codeBarre;OBAGS033-TESD5-009; O bag winter 2018;p095-01; sacca interna zip O bag;OBAGS033;TESD5;009;blu;blue
codeBarre;OBAGS033-TESD5-018; O bag winter 2018;p095-02; sacca interna zip O bag;OBAGS033;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS033-TESD5-024; O bag winter 2018;p095-03; sacca interna zip O bag;OBAGS033;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS033-TESD5-371; O bag winter 2018;p095-04; sacca interna zip O bag;OBAGS033;TESD5;371;latte;white¬ 
codeBarre;OBAGS033-TESD5-055; O bag winter 2018;p095-05; sacca interna zip O bag;OBAGS033;TESD5;055;nero;black
codeBarre;OBAGS033-TESD5-075; O bag winter 2018;p095-06; sacca interna zip O bag;OBAGS033;TESD5;075;rosa smoke;rose smoke
codeBarre;OBAGS033-TESD5-076; O bag winter 2018;p095-07; sacca interna zip O bag;OBAGS033;TESD5;076;rosso;red
codeBarre;OBAGS033-TESD5-130; O bag winter 2018;p095-08; sacca interna zip O bag;OBAGS033;TESD5;130;azzurro;light blue
codeBarre;OBAGS033-TESD5-134; O bag winter 2018;p095-09; sacca interna zip O bag;OBAGS033;TESD5;134;antracite;anthracite
codeBarre;OBAGS033-TESD5-559; O bag winter 2018;p095-10; sacca interna zip O bag;OBAGS033;TESD5;559;rame;copper
codeBarre;OBAGS033-TEST7-018; O bag winter 2018;p096-01; sacca interna zip O bag;OBAGS033;TEST7;018;bordeaux;burgundy
codeBarre;OBAGS033-TEST7-055; O bag winter 2018;p096-02; sacca interna zip O bag;OBAGS033;TEST7;055;nero;black
codeBarre;OBAGS033-TEST7-086; O bag winter 2018;p096-03; sacca interna zip O bag;OBAGS033;TEST7;086;tortora;dove - grey
codeBarre;OBAGS033-TEST7-258; O bag winter 2018;p096-04; sacca interna zip O bag;OBAGS033;TEST7;258;beige;beige
codeBarre;OBAGS033-TEST7-024; O bag winter 2018;p096-05; sacca interna zip O bag;OBAGS033;TEST7;024;cioccolato;chocolate¬ 
codeBarre;OBAGS033-TEST7-054; O bag winter 2018;p096-06; sacca interna zip O bag;OBAGS033;TEST7;054;naturale;natural
codeBarre;OBAGS034-TESD5-009; O bag winter 2018;p097-01; sacca interna zip O bag glam;OBAGS034;TESD5;009;blu;blue
codeBarre;OBAGS034-TESD5-018; O bag winter 2018;p097-02; sacca interna zip O bag glam;OBAGS034;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS034-TESD5-024; O bag winter 2018;p097-03; sacca interna zip O bag glam;OBAGS034;TESD5;024;cioccolato;chocolate¬ 
codeBarre;OBAGS034-TESD5-055; O bag winter 2018;p097-04; sacca interna zip O bag glam;OBAGS034;TESD5;055;nero;black
codeBarre;OBAGS034-TESD5-559; O bag winter 2018;p097-05; sacca interna zip O bag glam;OBAGS034;TESD5;559;rame;copper
codeBarre;OBAGS034-TESD5-371; O bag winter 2018;p097-06; sacca interna zip O bag glam;OBAGS034;TESD5;371;latte;white
codeBarre;OBAGS034-TESD5-055; O bag winter 2018;p097-07; sacca interna zip O bag glam;OBAGS034;TESD5;055;nero;black
codeBarre;OBAGS034-TESD5-086; O bag winter 2018;p097-08; sacca interna zip O bag glam;OBAGS034;TESD5;086;tortora;dove - grey
codeBarre;OBAGS034-TESD5-018; O bag winter 2018;p097-09; sacca interna zip O bag glam;OBAGS034;TESD5;018;bordeaux;burgundy
codeBarre;OBAGS034-TESD5-258; O bag winter 2018;p097-10; sacca interna zip O bag glam;OBAGS034;TESD5;258;beige;beige
codeBarre;OBAGS034-FAS52-024; O bag winter 2018;p098-01; sacca interna zip O bag glam;OBAGS034;FAS52;024;cioccolato;chocolate¬ 
codeBarre;OBAGS034-TEST8-017; O bag winter 2018;p098-01; sacca interna zip O bag glam;OBAGS034;TEST8;017;blu navy;navy blue
codeBarre;OBAGS034-TEST8-055; O bag winter 2018;p098-02; sacca interna zip O bag glam;OBAGS034;TEST8;055;nero;black
codeBarre;OBAGS034-FAS09-008; O bag winter 2018;p099-01; sacca interna zip O bag glam;OBAGS034;FAS09;008;bianco;white
codeBarre;OBAGS034-FAS09-018; O bag winter 2018;p099-02; sacca interna zip O bag glam;OBAGS034;FAS09;018;bordeaux;burgundy
codeBarre;OBAGS034-FAS09-024; O bag winter 2018;p099-03; sacca interna zip O bag glam;OBAGS034;FAS09;024;cioccolato;chocolate¬ 
codeBarre;OBAGS034-FAS09-055; O bag winter 2018;p099-04; sacca interna zip O bag glam;OBAGS034;FAS09;055;nero;black
codeBarre;OBAGS034-FAS09-075; O bag winter 2018;p099-05; sacca interna zip O bag glam;OBAGS034;FAS09;075;rosa smoke;rose smoke
codeBarre;OBAGS034-FAS09-133; O bag winter 2018;p099-06; sacca interna zip O bag glam;OBAGS034;FAS09;133;grigio chiaro;light grey
codeBarre;OBAGS034-FAS09-137; O bag winter 2018;p099-07; sacca interna zip O bag glam;OBAGS034;FAS09;137;bluette;bright blue
codeBarre;OBAGP006-FAS09-006; O bag winter 2018;p102-01; pattina O pocket ecopelliccia;OBAGP006;FAS09;006;avorio;avorio
codeBarre;OBAGP006-FAS09-018; O bag winter 2018;p102-02; pattina O pocket ecopelliccia;OBAGP006;FAS09;018;bordeaux;burgundy
codeBarre;OBAGP006-FAS09-024; O bag winter 2018;p102-03; pattina O pocket ecopelliccia;OBAGP006;FAS09;024;cioccolato;chocolate¬ 
codeBarre;OBAGP006-FAS09-055; O bag winter 2018;p102-04; pattina O pocket ecopelliccia;OBAGP006;FAS09;055;nero;black
codeBarre;OBAGP006-FAS09-058; O bag winter 2018;p102-05; pattina O pocket ecopelliccia;OBAGP006;FAS09;058;noce;noce
codeBarre;OBAGP006-FAS09-329; O bag winter 2018;p102-06; pattina O pocket ecopelliccia;OBAGP006;FAS09;329;viola - rosso - rosa smoke;viola - red - rosa smoke
codeBarre;OBAGP006-FAS09-041; O bag winter 2018;p102-07; pattina O pocket ecopelliccia;OBAGP006;FAS09;041;grigio scuro;dark grey
codeBarre;OBAGP006-FAS09-339; O bag winter 2018;p102-08; pattina O pocket ecopelliccia;OBAGP006;FAS09;339;naturale - blu - tortora;naturale - blu - tortora
codeBarre;OBAGP006-FAS09-050; O bag winter 2018;p102-09; pattina O pocket ecopelliccia;OBAGP006;FAS09;050;melanzana;melanzana
codeBarre;OBAGP006-FAS09-075; O bag winter 2018;p102-10; pattina O pocket ecopelliccia;OBAGP006;FAS09;075;rosa smoke;rose smoke
codeBarre;OBAGP006-FAS09-133; O bag winter 2018;p102-11; pattina O pocket ecopelliccia;OBAGP006;FAS09;133;grigio chiaro;light grey
codeBarre;OBAGP006-FAS09-137; O bag winter 2018;p102-12; pattina O pocket ecopelliccia;OBAGP006;FAS09;137;bluette;bright blue
codeBarre;OBAGPA06-TES33-017; O bag winter 2018;p104-01; pattina girello O pocket;OBAGPA06;TES33;017;blu navy;navy blue
codeBarre;OBAGPA06-TEST6-559; O bag winter 2018;p104-01; pattina girello O pocket;OBAGPA06;TEST6;559;rame;copper
codeBarre;OBAGPA06-TES33-026; O bag winter 2018;p104-02; pattina girello O pocket;OBAGPA06;TES33;026;cobalto;cobalt blue
codeBarre;OBAGPA06-TES33-075; O bag winter 2018;p104-03; pattina girello O pocket;OBAGPA06;TES33;075;rosa smoke;rose smoke
codeBarre;OBAGPA24-FAS52-024; O bag winter 2018;p105-01; pattina girello O pocket;OBAGPA24;FAS52;024;cioccolato;chocolate¬ 
codeBarre;OBAGPA24-TEST6-559; O bag winter 2018;p105-01; pattina girello O pocket;OBAGPA24;TEST6;559;rame;copper
codeBarre;OBAGP024-TESV4-055; O bag winter 2018;p106-01; pattina O pocket micro;OBAGP024;TESV4;055;nero;black
codeBarre;OBAGPA24-TEST9-017; O bag winter 2018;p106-01; pattina girello O pocket;OBAGPA24;TEST9;017;blu navy;navy blue
codeBarre;OBAGP024-TESV4-017; O bag winter 2018;p106-02; pattina O pocket micro;OBAGP024;TESV4;017;blu navy;navy blue
codeBarre;OBAGPA24-TEST9-055; O bag winter 2018;p106-02; pattina girello O pocket;OBAGPA24;TEST9;055;nero;black
codeBarre;OBAGP024-TESV4-076; O bag winter 2018;p106-03; pattina O pocket micro;OBAGP024;TESV4;076;rosso;red
codeBarre;OBAGPA24-TEST9-018; O bag winter 2018;p106-03; pattina girello O pocket;OBAGPA24;TEST9;018;bordeaux;bordeaux
codeBarre;OBAGPA24-TEST9-134; O bag winter 2018;p106-04; pattina girello O pocket;OBAGPA24;TEST9;134;antracite;anthracite
codeBarre;OBAGP024-TEST5-017; O bag winter 2018;p107-01; pattina O pocket micro;OBAGP024;TEST5;017;blu navy;navy blue
codeBarre;OBAGP024-TEST5-055; O bag winter 2018;p107-02; pattina O pocket micro;OBAGP024;TEST5;055;nero;black
codeBarre;OBAGP034-ECS07-017; O bag winter 2018;p108-01; pattina O bag glam ecopelle;OBAGP034;ECS07;017;blu navy;navy blue
