071;roccia;rock;
541;verde bosco;green forest;
076;rosso;red;
389;silver;silver;
075;rosa smoke;rose smoke;
024;cioccolato;chocolate;
599;rame;copper;
002;amaranto;amaranth;
485;atlantic;atlantic;
018;bordeaux;burgundy;
463;blu maya;maya blue;
540;curry;curry;
050;melanzana;aubergine;
038;grafite;graphite;
071;roccia;rock;
076;rosso;red;
024;cioccolato;chocolate;
075;rosa smoke;rose smoke;
026;cobalto;cobalt blue;
017;blu navy;navy blue;
055;nero;black;
371;latte;milk;
078;sabbia;sand;
389;silver;silver;
599;rame;copper;
002;amaranto;amaranth;
017;blu navy;navy blue;
485;atlantic;atlantic;
018;bordeaux;burgundy;
463;blu maya;maya blue;
540;curry;curry;
050;melanzana;aubergine;
076;rosso;red;
055;nero;black;
371;latte;milk;
075;rosa smoke;rose smoke;
026;cobalto;cobalt blue;
008;bianco;white;
018;bordeaux;burgundy;
055;nero;black;
075;rosa smoke;rose smoke;
086;tortora;dove - grey;
133;grigio chiaro;light grey;
137;bluette;bright blue;
017;blu navy;navy blue;
018;bordeaux;burgundy;
055;nero;black;
084;testa di moro;dark brown;
009;blu;blue;
018;bordeaux;burgundy;
055;nero;black;
084;testa di moro;dark brown;
089;verde;green;
183;viola;violet;
017;blu navy;navy blue;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
134;antracite;anthracite;
559;rame;copper;
038;grafite;graphite;
051;mostarda;mostarda;
137;bluette;bluette;
042;legno;wood;
082;tabacco;tobacco;
093;vino;wine;
183;viola;violet;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
135;peltro;peltro;
017;blu navy;navy blue;
018;bordeaux;burgundy;
055;nero;black;
084;testa di moro;dark brown;
017;blu navy;navy blue;
018;bordeaux;burgundy;
020;bronzo;bronze;
055;nero;black;
076;rosso;red;
221;cognac;cognac;
055;nero;black;
564;tartarugato;tartarugato;
017;blu navy;navy blue;
038;grafite;graphite;
082;tabacco;tobacco;
137;bluette;bluette;
051;mostarda;mostarda;
046;mare;mare;
093;vino;wine;
135;peltro;peltro;
183;viola;violet;
017;blu navy;navy blue;
018;bordeaux;burgundy;
055;nero;black;
084;testa di moro;dark brown;
052;vulcano;vulcano;
017;blu navy + oro;navy blue + gold;
018;bordeaux + oro;burgundy + gold;
020;bronzo + oro;bronze + gold;
084;testa di moro + oro;dark brown + gold;
055;nero + silver;black + silver;
075;rosa smoke + silver;rose smoke + silver;
017;blu navy + silver;navy blue + silver;
133;grigio chiaro + silver;light grey + silver;
017;blu navy;navy blue;
018;bordeaux;burgundy;
055;nero;black;
084;testa di moro;dark brown;
020;bronzo;bronze;
027;cuoio;leather;
055;nero;black;
099;grigio-tortora;grey - dove-grey;
371;latte;milk;
130;azzurro;light blue;
075;rosa smoke;rose smoke;
055;nero;black;
564;tartarugato;tartarugato;
055;nero;black;
564;tartarugato;tartarugato;
017;blu navy;navy blue;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
134;antracite;anthracite;
559;rame;copper;
018;bordeaux;burgundy;
055;nero;black;
559;rame;copper;
389;silver;silver;
076;rosso;red;
078;sabbia;sand;
084;testa di moro;dark brown;
541;verde bosco;green forest;
137;bluette;bright blue;
540;curry;curry;
017;blu navy;navy blue;
018;bordeaux;burgundy;
020;bronzo;bronze;
055;nero;black;
004;argento;silver;
008;bianco;white;
009;blu;blue;
018;bordeaux;burgundy;
039;grigio;grey;
055;nero;black;
075;rosa smoke;rose smoke;
086;tortora;dove - grey;
548;bionda;blonde;
009;blu;blue;
018;bordeaux;burgundy;
039;grigio;grey;
054;naturale;natural;
055;nero;black;
302;nocciola+nero;hazel - black;
008;bianco;white;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
041;grigio scuro;dark grey;
055;nero;black;
075;rosa smoke;rose smoke;
078;sabbia;sand;
086;tortora;dove - grey;
137;bluette;bright blue;
086;tortora;dove - grey;
133;grigio chiaro;light grey;
227;bianco nero;white black;
125;multicolor;multicolor;
067;phard;phard;
133;grigio chiaro;light grey;
055;nero;black;
024;cioccolato;chocolate ;
017;blu navy;navy blue;
055;nero;black;
086;tortora;dove - grey;
371;latte;milk;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
075;rosa smoke;rose smoke;
024;cioccolato;chocolate ;
561;cammello;camel;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
017;blu navy;navy blue;
055;nero;black;
008;bianco;white;
055;nero;black;
086;tortora;dove - grey;
559;rame;copper;
004;argento;silver;
055;nero;black;
075;rosa smoke;rose smoke;
086;tortora;dove - grey;
133;grigio chiaro;light grey;
548;bionda;blonde;
008;bianco;white;
009;blu;blue;
018;bordeaux;burgundy;
039;grigio;grey;
054;naturale;natural;
055;nero;black;
008;bianco;white;
017;blu navy;navy blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
041;grigio scuro;dark grey;
055;nero;black;
075;rosa smoke;rose smoke;
078;sabbia;sand;
086;tortora;dove - grey;
133;grigio chiaro;light grey;
137;bluette;bright blue;
133;grigio chiaro;light grey;
086;tortora;dove;
227;bianco/nero;white/black;
024;cioccolato;chocolate ;
017;blu navy;navy blue;
018;bordeaux;bordeaux;
055;nero;black;
086;tortora;dove - grey;
371;latte;milk;
559;rame;copper;
017;blu navy;navy blue;
055;nero;black;
086;tortora;dove;
024;cioccolato;chocolate;
561;cammello;camel;
371;latte;white;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
075;rosa smoke;rosa smoke;
017;blu navy;navy blue;
055;nero;black;
004;argento;silver;
008;bianco;white;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
548;bionda;blonde;
009;blu;blue;
133;grigio chiaro;light grey;
086;tortora;dove;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
024;cioccolato;chocolate ;
561;cammello;camel;
017;blu navy;navy blue;
055;nero;black;
086;tortora;dove - grey;
371;latte;milk;
018;bordeaux;bordeaux;
004;argento;silver;
008;bianco;white;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
548;bionda;blonde;
133;grigio chiaro;light grey;
086;tortora;dove - grey;
017;blu navy;navy blue;
055;nero;black;
086;tortora;dove - grey;
371;latte;milk;
009;blu;blue;
024;cioccolato;chocolate ;
561;cammello;camel;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
004;argento;silver;
008;bianco;white;
018;bordeaux;burgundy;
055;nero;black;
075;rosa smoke;rose smoke;
086;tortora;dove - grey;
133;grigio chiaro;light grey;
548;bionda;blonde;
009;blu;blue;
054;naturale;natural;
055;nero;black;
055;nero;black;
133;grigio chiaro;light grey;
086;tortora;dove;
055;nero;black;
076;rosso;red;
371;latte;milk;
024;cioccolato;chocolate ;
561;cammello;camel;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
055;nero;black;
075;rosa smoke;rose smoke;
024;cioccolato;chocolate;
133;grigio chiaro;light grey;
137;bluette;bright blue;
371;latte;milk;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
137;bluette;bright blue;
371;latte;milk;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
076;rosso;red;
130;azzurro;light blue;
134;antracite;anthracite;
371;latte;milk;
559;rame;copper;
018;bordeaux;burgundy;
055;nero;black;
086;tortora;dove - grey;
258;beige;beige;
024;cioccolato;chocolate ;
054;naturale;natural;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
076;rosso;red;
130;azzurro;light blue;
134;antracite;anthracite;
371;latte;milk;
559;rame;copper;
018;bordeaux;burgundy;
055;nero;black;
086;tortora;dove - grey;
258;beige;beige;
024;cioccolato;chocolate ;
054;naturale;natural;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
130;azzurro;light blue;
559;rame;copper;
134;antracite;anthracite;
371;latte;milk;
018;bordeaux;burgundy;
086;tortora;dove - grey;
024;cioccolato;chocolate ;
054;naturale;natural;
008;bianco;white;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
137;bluette;bright blue;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
075;rosa smoke;rose smoke;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
371;latte;milk;
134;antracite;anthracite;
130;azzurro;light blue;
559;rame;copper;
024;cioccolato;chocolate ;
054;naturale;natural;
018;bordeaux;burgundy;
086;tortora;dove - grey;
017;blu navy;navy blue;
055;nero;black;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
130;azzurro;light blue;
134;antracite;anthracite;
371;latte;milk;
559;rame;copper;
055;nero;black;
086;tortora;dove - grey;
024;cioccolato;chocolate ;
054;naturale;natural;
055;nero;black;
371;latte;milk;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
075;rosa smoke;rose smoke;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
130;azzurro;light blue;
134;antracite;anthracite;
371;latte;milk;
559;rame;copper;
055;nero;black;
086;tortora;dove - grey;
024;cioccolato;chocolate ;
054;naturale;natural;
055;nero;black;
371;latte;milk;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
075;rosa smoke;rose smoke;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
371;latte;white ;
055;nero;black;
075;rosa smoke;rose smoke;
076;rosso;red;
130;azzurro;light blue;
134;antracite;anthracite;
559;rame;copper;
018;bordeaux;burgundy;
055;nero;black;
086;tortora;dove - grey;
258;beige;beige;
024;cioccolato;chocolate ;
054;naturale;natural;
009;blu;blue;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
559;rame;copper;
371;latte;white;
055;nero;black;
086;tortora;dove - grey;
018;bordeaux;burgundy;
258;beige;beige;
024;cioccolato;chocolate ;
017;blu navy;navy blue;
055;nero;black;
008;bianco;white;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
137;bluette;bright blue;
006;avorio;avorio;
018;bordeaux;burgundy;
024;cioccolato;chocolate ;
055;nero;black;
058;noce;noce;
329;viola - rosso - rosa smoke;viola - red - rosa smoke;
041;grigio scuro;dark grey;
339;naturale - blu - tortora;naturale - blu - tortora;
050;melanzana;melanzana;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
137;bluette;bright blue;
017;blu navy;navy blue;
055;nero;black;
024;cioccolato;chocolate ;
017;blu navy;navy blue;
026;cobalto;cobalt blue;
075;rosa smoke;rose smoke;
559;rame;copper;
024;cioccolato;chocolate ;
559;rame;copper;
055;nero;black;
017;blu navy;navy blue;
076;rosso;red;
017;blu navy;navy blue;
055;nero;black;
018;bordeaux;bordeaux;
134;antracite;anthracite;
017;blu navy;navy blue;
055;nero;black;
018;bordeaux;burgundy;
055;nero;black;
559;rame;copper;
389;silver;silver;
017;blu navy;navy blue;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
134;antracite;anthracite;
055;nero;black;
084;testa di moro;dark brown;
017;blu navy;navy blue;
055;nero;black;
076;rosso;red;
017;blu navy;navy blue;
055;nero;black;
075;rosa smoke;rose smoke;
133;grigio chiaro;light grey;
134;antracite;anthracite;
559;rame;copper;
541;verde bosco;green forest;
055;nero;black;
017;blu navy;navy blue;
463;blu maya;maya blue;
018;bordeaux;burgundy;
038;grafite;graphite;
017;blu navy;navy blue;
018;bordeaux;burgundy;
038;grafite;graphite;
541;verde bosco;green forest;
463;blu maya;blu maya;
055;nero;black;
463;blu maya;maya blue;
055;nero;black;
017;blu navy;navy blue;
018;bordeaux;burgundy;
371;latte;milk;
541;verde bosco;green forest;
076;rosso;red;
078;sabbia;sand;
024;cioccolato;chocolate;
075;rosa smoke;rose smoke;
026;cobalto;cobalt blue;
389;silver;silver;
599;rame;copper;
018;bordeaux;burgundy;
017;blu navy;navy blue;
055;nero;black;
084;testa di moro;dark brown;
541;verde bosco;green forest;
017;blu navy;navy blue;
054;naturale;natural;
055;nero;black;
092;verde scuro;dark green;
017;blu navy;navy blue;
054;naturale;natural;
055;nero;black;
050;melanzana;aubergine;
018;bordeaux;burgundy;
008;bianco;white;
018;bordeaux;burgundy;
041;grigio scuro;dark grey;
055;nero;black;
075;rosa smoke;rose smoke;
137;bluette;bright blue;
017;blu navy;navy blue;
017;blu navy;navy blue;
018;bordeaux;burgundy;
371;latte;white;
084;testa di moro;dark brown;
002;amaranto;amaranth;
426;bordeaux - fucsia;borrdeaux - fucsia;
429;fucsia - bluette;fucsia - bluette;
137;bluette;bright blue;
427;antracite - latte - grigio;antracite - white - grey;
430;bluette - rosso;bluette - red;
428;sabbia - grigio chiaro;sand - light grey;
011;blu - nero;blue - black;
423;giallo - bluette;yellow - bluette;
424;malva - phard - bordeaux;malva - phard - bordeaux;
425;latte - phard - sabbia;white - phard - sand;
055;nero;black;
076;rosso;red;
389;silver;silver;
004;argento;silver;
061;oro;gold;
078;sabbia;sand;
559;rame;copper;
055;nero;black;
018;bordeaux;burgundy;
018;bordeaux;burgundy;
017;blu navy;navy blue;
018;bordeaux;burgundy;
017;blu navy;navy blue;
137;bluette;bright blue;
055;nero;black;
002;amaranto;amaranth;
389;silver;silver;
018;bordeaux;burgundy;
388;gold;gold;
050;melanzana;aubergine;
191;icona;icon;
195;paperino;donald duck;
413;pluto;pluto;
193;paperone;uncle scrooge;
194;paperoga;fethry duck;
415;pippo;goofy;
347;cedro;cedro;
484;coral;coral;
026;blu cobalto;cobalt blue;
017;blu navy;navy blue;
130;azzurro;azure;
025;cipria;powder pink;
134;antracite;anthracite;
075;rosa smoke;rose smoke;
130;azzurro;azure;
347;cedro;cedro;
076;rosso;red;
055;nero;black;
026;blu cobalto;cobalt blue;
055;nero;black;
422;sangria;sangria;
076;rosso;red;
347;cedro;cedro;
036;giallo;yellow;
012;blu acqua;aqua blue;
023;celeste;sky blue;
013;blu capri;capri blue;
097;violetto;violet;
076;rosso;red;
159;total black;total black;
060;oliva;olive;
045;magenta;magenta;
003;arancione;orange;
025;cipria;powder pink;
012;blu acqua;aqua blue;
088;turchese;turquoise;
025;cipria;powder pink;
080;salvia;sage;
081;smeraldo;emerald;
131;verde antico;antique green;
004;argento;silver;
061;oro;gold;
067;phard;blush pink;
212;limone;lemon;
036;giallo;foulard .meccanismo dial O clock;
196;rosso su bianco;red on white;
199;rosso su grigio;red on grey;
011;blu su nero;blue on black;
090;verde su bianco;green on white;
197;blu su bianco;blue on white;
198;nero su bianco;black on white;
063;ottanio;teal;
136;becco d'oca;duck beack;
133;grigio chiaro;light grey;
004;argento;silver;
125;multicolor;multicolor;
020;bronzo;bronze;
061;oro;gold;
003;arancione;orange;
088;turchese;turquoise;
134;antracite;anthracite;
002;amaranto;amaranth;
068;polvere;dust blue;
484;coral;coral;
044;lime;lime;
036;giallo;yellow;
003;arancione;orange;
128;salmone;salmon;
076;rosso;red;
053;narcissus;narcissus;
077;rubino;ruby;
022;carta da zucchero;azure;
097;violetto;violet;
025;cipria;powder pink;
069;porpora;purple;
096;viola pastello;pastel violet;
045;magenta;magenta;
095;viola desaturato;pale violet;
422;sangria;sangria;
486;pink;pink;
002;amaranto;amaranth;
088;turchese;turquoise;
012;blu acqua;aqua blue;
063;ottanio;teal;
081;smeraldo;emerald;
090;verde bianco;white green;
015;blu iris;iris blue;
013;blu capri;capri blue;
014;blu elettrico;electric blue;
023;celeste;sky blue;
485;atlantic;atlantic;
060;oliva;olive;
024;cioccolato;chocolate;
080;salvia;sage;
055;nero;black;
389;silver;silver;
156;roman numbers;roman numbers;
055;nero;black;
018;bordeaux;burgundy;
017;blu navy;navy blue;
055;nero;black;
002;amaranto;amaranth;
137;bluette;bright blue;
018;bordeaux;burgundy;
388;gold;gold;
050;melanzana;aubergine;
055;nero;black;
008;bianco;white;
130;azzurro;azure;
075;rosa smoke;rose smoke;
483;champagne;champagne;
487;bianco/nero/cedro;white/black/cedro;
497;nero/rosso/bianco;black/red/white;
498;nero/giallo/bianco;black/yellow/white;
499;bianco/rosso/nero;white/red/black;
002;amaranto;amaranth;
068;polvere;dusty blue;
044;lime;lime;
183;viola;violet;
063;ottanio;teal;
015;blu iris;iris blue;
053;narcissus;narcissus;
112;purple;purple;
003;arancione;orange;
267;fucsia;fuchsia;
001;acqua;aqua;
108;terracotta;terracotta;
095;viola desaturato;pale violet;
001;acqua;aqua;
063;ottanio;teal;
008;bianco;white;
137;bluette;bright blue;
055;nero;black;
067;phard;blush pink;
133;grigio chiaro;light grey;
131;antique green;antique green;
061;oro;gold;
072;rosa;pink;
009;blu;blue;
036;giallo;yellow;
076;rosso;red;
026;cobalto;cobalt blue;
484;coral;coral;
485;atlantic;atlantic;
008;bianco;white;
076;rosso;red;
261;fluo lime;fluo lime;
263;fluo arancione;fluo orange;
265;fluo corallo;fluo coral;
266;fluo acqua;fluo aqua;
060;oliva;olive;
108;terracotta;terracotta;
131;antique green;antique green;
261;fluo lime;fluo lime;
263;fluo arancione;fluo orange;
264;fluo verde;fluo green;
131;antique green;antique green;
133;grigio chiaro;light grey;
067;phard;blush pink;
008;bianco;white;
076;rosso;red;
139;mela;apple;
009;blu;blue;
072;rosa;pink;
044;lime;lime;
068;polvere;dusty blue;
002;amaranto;amaranth;
063;ottanio;teal;
183;viola;violet;
026;cobalto;cobalt blue;
055;nero;black;
060;oliva;olive;
026;cobalto;cobalt blue;
076;rosso;red;
025;cipria;powder pink;
060;oliva;olive;
050;melanzana;aubergine;
063;ottanio;teal;
059;oceano;ocean;
076;rosso;red;
422;sangria;sangria;
347;cedro;cedro;
008;bianco;white;
055;nero;black;
026;cobalto;cobalt blue;
008;bianco;white;
055;nero;black;
484;corallo;coral;
485;atlantic;atlantic;
044;lime;lime;
003;arancione;orange;
128;salmone;salmon;
036;giallo;yellow;
053;narcissus;narcissus;
002;amaranto;amaranth;
045;magenta;magenta;
076;rosso;red;
112;purple;purple;
025;cipria;powder pink;
096;viola pastello;pastel violet;
095;viola desaturato;pale violet;
022;carta da zucchero;azure;
013;blu capri;capri blue;
015;blu iris;iris blue;
068;polvere;dusty blue;
012;blu acqua;aqua blue;
063;ottanio;teal;
088;turchese;turquoise;
060;oliva;olive;
080;salvia;sage;
008;bianco;white;
025;cipria;powder pink;
063;ottanio;teal;
076;rosso;red;
059;oceano;ocean;
060;oliva;olive;
422;sangria;sangria;
055;nero;black;
050;melanzana;aubergine;
036;giallo;yellow;
063;ottanio;teal;
059;oceano;ocean;
060;oliva;olive;
055;nero;black;
008;bianco;white;
036;giallo;yellow;
025;cipria;powder pink;
076;rosso;red;
422;sangria;sangria;
050;melanzana;aubergine;
008;bianco;white;
063;ottanio;teal;
059;oceano;ocean;
060;oliva;olive;
055;nero;black;
036;giallo;yellow;
025;cipria;powder pink;
076;rosso;red;
422;sangria;sangria;
050;melanzana;aubergine;
080;salvia;sage;
063;ottanio;teal;
160;grigio perla;pearl grey;
002;amaranto;amaranth;
163;tribal;tribal;
164;wave;wave;
080;salvia;sage;
043;lilla;lilac;
063;ottanio;teal;
039;grigio;grey;
137;bluette;bright blue;
075;rosa smoke;rose smoke;
447;giallo ambra;giallo ambra;
055;nero;black;
039;grigio;grey;
137;bluette;bright blue;
075;rosa smoke;rose smoke;
447;giallo ambra;giallo ambra;
009;blu;blue;
018;bordeaux;burgundy;
055;nero;black;
009;blu;blue;
018;bordeaux;burgundy;
055;nero;black;
137;bluette;bright blue;
038;grafite;graphite;
002;amaranto;amaranth;
017;blu navy;navy blue;
018;bordeaux;burgundy;
541;verde bosco;green forest;
018;bordeaux;burgundy;
017;blu navy;navy blue;
541;verde bosco;green forest;
018;bordeaux;burgundy;
017;blu navy;navy blue;
020;bronzo;bronze;
389;silver;silver;
061;oro;gold;
020;bronzo;bronze;
389;silver;silver;
061;oro;gold;
422;sangria;sangria;
055;nero;black;
422;sangria;sangria;
055;nero;black;
008;bianco;white;
422;sangria;sangria;
347;cedro;cedro;
008;bianco;white;
422;sangria;sangria;
347;cedro;cedro;
347;cedro;cedro;
484;coral;coral;
347;cedro;cedro;
484;coral;coral;
017;blu navy;navy blue;
076;rosso;red;
026;cobalto;cobalt blue;
017;blu navy;navy blue;
076;rosso;red;
026;blu cobalto;cobalt blue;
130;azzurro;azure;
075;rosa smoke;rose smoke;
483;champagne;champagne;
130;azzurro;azure;
075;rosa smoke;rose smoke;
483;champagne;champagne;
075;rosa smoke;rose smoke;
483;champagne;champagne;
075;rosa smoke;rose smoke;
483;champagne;champagne;
076;rosso;red;
184;trasparente;transparent;
177;ottanio flower;flower teal;
180;polvere glitter;glitter dust;
178;nero crystal;crystal black;
179;grigio arabesque;arabesque grey;
422;sangria;sangria;
055;nero;black;
035;ghiaccio;ice;
055;nero;black;
067;phard;blush pink;
035;ghiaccio;ice;
055;nero;black;
067;phard;blush pink;
035;ghiaccio;ice;
055;nero;black;
067;phard;blush pink;
063;ottanio;teal;
112;purple;purple;
137;bluette;bright blue;
063;ottanio;teal;
112;purple;purple;
137;bluette;bright blue;
063;ottanio;teal;
112;purple;purple;
137;bluette;bright blue;
002;amaranto;amaranth;
136;becco d'oca;duck beak;
002;amaranto;amaranth;
136;becco d'oca;duck beak;
002;amaranto;amaranth;
136;becco d'oca;duck beak;
009;blu;blue;
009;blu;blue;
009;blu;blue;
015;blu iris;iris blue;
183;viola;violet;
154;ciliegia;cherry;
158;vulcano;volcano;
347;cedro;cedro;
182;blu chiaro;light blue;
036;giallo;yellow;
076;rosso;red;
086;tortora;dove-grey;
063;ottanio;teal;
084;testa di moro;dark brown;
068;polvere;dusty blue;
008;bianco;white;
015;blu iris;iris blue;
183;viola;violet;
060;oliva;olive;
422;sangria;sangria;
086;tortora;dove-grey;
002;amaranto;amaranth;
183;viola;violet;
182;blu chiaro;light blue;
063;ottanio;teal;
039;grigio;grey;
008;bianco;white;
080;salvia;sage;
068;polvere;dusty blue;
084;testa di moro;dark brown;
347;cedro;cedro;
422;sangria;sangria;
076;rosso;red;
184;trasparente;transparent;
060;oliva;olive;
063;ottanio;teal;
015;blu iris;iris blue;
068;polvere;dusty blue;
039;grigio;grey;
183;viola;violet;
084;testa di moro;dark brown;
036;giallo;yellow;
076;rosso;red;
182;blu chiaro;light blue;
002;amaranto;amaranth;
008;bianco;white;
061;oro;gold;
154;ciliegia;cherry;
184;trasparente;transparent;
060;oliva;olive;
055;nero;black;
150;zebrato nero;black zebra - striped;
165;optical exagon;optical exagon;
166;optical circles;optical circles;
167;optical triangles;optical triangles;
173;wood;wood;
170;city map;city map;
168;azulejos;azulejos;
174;camouflage;camouflage;
171;coccodrillo;crocodile;
169;china blu;china blu;
175;maculato classic;classic spotted;
172;snake;snake;
150;zebrato nero;black zebra - striped;
165;optical exagon;optical exagon;
166;optical circles;optical circles;
167;optical triangles;optical triangles;
173;wood;wood;
170;city map;city map;
168;azulejos;azulejos;
174;camouflage;camouflage;
171;coccodrillo;crocodile;
169;china blu;china blu;
175;maculato classic;classic spotted;
172;snake;snake;
079;senape;mustard;
079;senape;mustard;
089;verde;green;
089;verde;green;
130;azzurro;light blue;
130;azzurro;light blue;
079;senape;mustard;
089;verde;green;
130;azzurro;light blue;
176;giallo-blu;yellow-blue;
176;giallo-blu;yellow-blue;
185;bianco su viola;white on violet;
185;bianco su viola;white on violet;
055;nero;black;
541;verde bosco;green forest;
017;blu navy;navy blue;
541;verde bosco;green forest;
017;blu navy;navy blue;
018;bordeaux;burgundy;
050;melanzana;aubergine;
018;bordeaux;burgundy;
050;melanzana;aubergine;
084;testa di moro;dark brown;
063;ottanio;teal;
061;oro;gold;
008;bianco;white;
004;argento;silver;
181;titanium;titanium;
039;grigio;grey;
092;verde scuro;dark green;
009;blu;blue;
076;rosso;red;
055;nero;black;
072;rosa;pink;
039;grigio;grey;
063;ottanio;teal;
009;blu;blue;
008;bianco;white;
055;nero;black;
072;rosa;pink;
092;verde scuro;dark green;
071;roccia;rock;
076;rosso;red;
061;oro;gold;
084;testa di moro;dark brown;
181;titanium;titanium;
009;blu;blue;
008;bianco;white;
039;grigio;grey;
072;rosa;pink;
063;ottanio;teal;
076;rosso;red;
055;nero;black;
071;roccia;rock;
084;testa di moro;dark brown;
092;verde scuro;dark green;
181;titanium;titanium;
004;argento;silver;
422;sangria;sangria;
038;grafite;graphite;
026;blu cobalto;cobalt blue;
422;sangria;sangria;
038;grafite;graphite;
026;blu cobalto;cobalt blue;
001;acqua;aqua;
