 ANSES/ANGULAIREX;SAI  ;COL  ;  ;     S;     M;     L;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;       
                 ;E18  ;BLUET;PA;7,39;6,28;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;0;0;0;62,07
                 ;     ;     ;PV;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;0;0;0;180
                 ;OBAG ;     ;ST;      ;4;      ;5;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;9
                 ;E18  ;RED  ;PA;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;14,78
                 ;     ;     ;PV;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;50
                 ;OBAG ;     ;ST;      ;      ;      ;2;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;2
                 ;E18  ;YELLO;PA;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;7,39;14,78
                 ;     ;     ;PV;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;50
                 ;OBAG ;     ;ST;      ;2;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;2
 ANSES/CORDE/HAIT;SAI  ;COL  ;  ;0;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;       
                 ;E18  ;MOKA ;PA;10,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,48
                 ;     ;     ;PV;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64
                 ;OBAG ;     ;ST;2;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;2
