'030;420222909-KG;Document Date doc. Client dest.;-;-;CodeBarre;PROF949_2019TOULOUSE.txt
'010;002;OBAGS002-TES01-009;spring 2019 presentation/catalogo capsule matelasseÌe 19.txt;p014-1-05;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU CANVAS;UNICA
'027;017;SHOUC006-MTS01-004;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p024-1-01;LONGUE BANDOULIÈRE CHAINE O POCKET EN METAL GALVANISE;UNICA
'028;004;SHOUC006-MTS01-061;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p024-1-02;LONGUE BANDOULIÈRE CHAINE O POCKET EN METAL GALVANISE;UNICA
'029;006;SHOUC006-MTS01-348;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p024-1-03;LONGUE BANDOULIÈRE CHAINE O POCKET EN METAL GALVANISE;UNICA
'027;017;SHOUC006-MTS01-004;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p024-1-04;LONGUE BANDOULIÈRE CHAINE O POCKET EN METAL GALVANISE;UNICA
'006;018;OBAGS001-TES01-008;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p040-1-01;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU CANVAS;UNICA
'008;020;OBAGS001-TES01-055;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p040-1-02;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU CANVAS;UNICA
'007;019;OBAGS001-TES01-054;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p040-1-03;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG EN TISSU CANVAS;UNICA
'009;008;OBAGS002-TES01-008;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p041-1-01;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU CANVAS;UNICA
'012;012;OBAGS002-TES01-055;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p041-1-02;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU CANVAS;UNICA
'011;011;OBAGS002-TES01-054;summer 2018 presentation/catalogo summer 2018 continuativo.txt;p041-1-03;POCHETTE INTERIEURE FERMETURE ECLAIR O BAG MINI EN TISSU CANVAS;UNICA
