             ;EXPORT TARIFS BASE, le 22/03/2019 19:08:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
             ;CRITERES T/U/B/L/S (Tous/Unique/Bornes/Liste/Sauf);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
             ;NUMERO DE SOCIETE      U       1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
             ;SAISON TARIF DE BASE   T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
             ;CODE FOURNISSEUR ART   T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
             ;MODELE                 T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
             ;ENVOYER PAR MAIL A     T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ABATJOUROJOY     ;BLUE ;H17  ;H17  ;0;7,2;20;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ABATJOUROJOY     ;VERT ;H17  ;H17  ;0;7,2;20;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ABATJOUROJOY     ;WHITE;H17  ;H17  ;0;7,2;20;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ABATJOUROJOY     ;YELLO;H17  ;H17  ;0;7,2;20;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANS/BOUCLE/SAFFI     ;BRIQU;E19  ;E19  ;0;13,33;40;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANS/BOUCLE/SAFFI     ;NAVY ;E19  ;E19  ;0;13,33;40;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSCHAI+BANDOULI     ;BDX  ;H18  ;H18  ;0;13;39;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSCHAI+BANDOULI     ;BLACK;H18  ;H18  ;0;13;39;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSCHAI+BANDOULI     ;BRONZ;H18  ;H18  ;0;13;39;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSCHAI+BANDOULI     ;SLVG ;H18  ;H18  ;0;13;39;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/COURTE/CLIP     ;BLACK;E19  ;E19  ;   ;6,3;19;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/COURTE/CLIP     ;BRIQU;E19  ;E19  ;   ;6,3;19;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/COURTE/CLIP     ;SAND ;E19  ;E19  ;   ;6,3;19;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;APPLE;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;ATLAN;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;BDX  ;H18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;BLACK;H18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;BOSCO;H18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;CHAMP;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;COBAL;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;CORAL;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;NAVY ;H18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;PDPBL;H18  ;E18  ;0;3,54;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;RED  ;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;SAND ;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;SANGR;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;VICCO;E18  ;E18  ;0;5,16;16;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;WHITE;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSE/TUB/ANNEAUX     ;YELLO;E18  ;E18  ;0;4,56;14;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSEPLAGOUT/BAND     ;BLUAC;E17  ;H17  ;0;17,4;50;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSEPLAGOUT/BAND     ;OPTWH;H17  ;H17  ;0;17,4;50;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSEPLAGOUT/BAND     ;RED  ;E17  ;H17  ;0;17,4;50;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;APPLE;E18  ;E18  ;0;12,72;39;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;ATLAN;E18  ;H97  ;0;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;BDX  ;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;BLUE ;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;CORAL;E18  ;H97  ;0;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;DOVE ;E17  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;ECBLA;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;ECNAT;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;ECTES;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;LATTE;E19  ;E18  ;0;14,4;44;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;MOSS ;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;PHARD;H16  ;E18  ;0;10,8;30;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;SAND ;E18  ;E18  ;0;12,72;39;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;SANGR;E18  ;H97  ;0;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ALLONGEABL     ;YELLO;E19  ;E18  ;0;14,4;44;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ANGULAIREX     ;BLUE ;H18  ;E17  ;S  ;9;30;M  ;9;30;L  ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;0;   ;0;0;   ;0
 ANSES/ANGULAIREX     ;GREY ;H18  ;E17  ;S  ;9;30;M  ;9;30;L  ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9
 ANSES/ANGULAIREX     ;RED  ;E17  ;E17  ;S  ;9;30;M  ;9;30;L  ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;0;   ;0;0;   ;0
 ANSES/ANGULAIREX     ;YELL ;E17  ;E17  ;S  ;9;30;M  ;9;30;L  ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;30;   ;9;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;BIBLU;H16  ;H16  ;XS ;9,36;27;S  ;9,36;27;M  ;9,36;27;L  ;9,36;27;XL ;9,36;27;XXL;9,36;27;XXS;9,36;27;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;BITER;H16  ;H16  ;XS ;9,36;27;S  ;9,36;27;M  ;9,36;27;L  ;9,36;27;XL ;9,36;27;XXL;9,36;27;XXS;9,36;27;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;BLACK;H16  ;H16  ;XS ;7,8;25;S  ;7,8;25;M  ;7,8;25;L  ;7,8;25;XL ;7,8;25;XXL;7,8;25;XXS;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;7,8;25;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;BLUE ;H16  ;H16  ;XS ;70;25;S  ;70;25;M  ;70;25;L  ;70;25;XL ;70;25;XXL;70;25;XXS;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70
 ANSES/ATTACHES     ;CBNAT;E16  ;H16  ;XS ;5,16;25;S  ;5,16;25;M  ;5,16;25;L  ;5,16;25;XL ;5,16;25;XXL;5,16;25;XXS;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;CBNAV;E16  ;H16  ;XS ;5,16;25;S  ;5,16;25;M  ;5,16;25;L  ;5,16;25;XL ;5,16;25;XXL;5,16;25;XXS;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;5,16;25;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;FLACQ;E16  ;H16  ;XS ;0;0;S  ;0;15;M  ;0;0;L  ;7,19;25;XL ;0;0;XXL;0;0;XXS;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;GOACQ;E16  ;H16  ;XS ;8,88;30;S  ;8,88;30;M  ;8,88;30;L  ;8,88;30;XL ;8,88;30;XXL;8,88;30;XXS;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;GOICE;E16  ;H16  ;XS ;8,88;30;S  ;8,88;30;M  ;8,88;30;L  ;8,88;30;XL ;8,88;30;XXL;8,88;30;XXS;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;GOIRI;E16  ;H16  ;XS ;8,88;30;S  ;8,88;30;M  ;8,88;30;L  ;8,88;30;XL ;8,88;30;XXL;8,88;30;XXS;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;GOMAG;E16  ;H16  ;XS ;8,88;30;S  ;8,88;30;M  ;8,88;30;L  ;8,88;30;XL ;8,88;30;XXL;8,88;30;XXS;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;8,88;30;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;IVOIR;E16  ;H16  ;XS ;7,19;25;S  ;7,19;25;M  ;7,19;25;L  ;7,19;25;XL ;7,19;25;XXL;7,19;25;XXS;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;ROSA ;E16  ;H16  ;XS ;70;25;S  ;70;25;M  ;70;25;L  ;70;25;XL ;70;25;XXL;70;25;XXS;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70
 ANSES/ATTACHES     ;SAUGE;E16  ;H16  ;XS ;7,19;25;S  ;7,19;25;M  ;7,19;25;L  ;7,19;25;XL ;7,19;25;XXL;7,19;25;XXS;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;7,19;25;   ;0;0;   ;0;0;   ;0
 ANSES/ATTACHES     ;TEST ;H16  ;H16  ;XS ;70;25;S  ;70;25;M  ;70;25;L  ;70;25;XL ;70;25;XXL;70;25;XXS;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70;25;   ;70
 ANSES/ATTACHES     ;TREBR;E16  ;H16  ;XS ;10,82;25;S  ;10,82;25;M  ;10,82;25;L  ;10,82;25;XL ;10,82;25;XXL;10,82;25;XXS;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;25;   ;10,82;20;   ;0;0;   ;0;0;   ;0;0;   ;0
