XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;HLESG100-ECS00-009; O bag spring 2018;26; manico angular lungo;HLESG100;ECS00;009;blu;blue;
CodeBarre;HLESG100-ECS00-039; O bag spring 2018;26; manico angular lungo;HLESG100;ECS00;039;grigio;grey;
CodeBarre;HLESG100-ECS00-108; O bag spring 2018;26; manico angular lungo;HLESG100;ECS00;108;terracotta;terracotta;
CodeBarre;HLESG100-ECS13-006; O bag spring 2018;26; manico angular lungo;HLESG100;ECS13;006;avorio;ivory;
CodeBarre;HLESG100-ECS13-087; O bag spring 2018;26; manico angular lungo;HLESG100;ECS13;087;taupe;taupe;
CodeBarre;HLESG200-ECS12-122; O bag spring 2018;27; manico goccia lungo;HLESG200;ECS12;122;salmone - blu;salmon - blue;
CodeBarre;HLESG200-ECS12-123; O bag spring 2018;27; manico goccia lungo;HLESG200;ECS12;123;blu - polvere;blue - dust blue;
CodeBarre;HLESG200-ECS12-124; O bag spring 2018;27; manico goccia lungo;HLESG200;ECS12;124;glicine - grigio;wisteria - grey;
CodeBarre;HLESM000-TES06-102; O bag spring 2018;27; micromanico lungo tessuto;HLESM000;TES06;102;denim - cuoio;denim - leather;
CodeBarre;HLESNB00-ECS00-054; O bag spring 2018;28; manico nottolino allungabile;HLESNB00;ECS00;054;naturale;natural;
CodeBarre;HLESNB00-ECS00-086; O bag spring 2018;28; manico nottolino allungabile;HLESNB00;ECS00;086;tortora;dove-grey;
CodeBarre;HLESNB00-ECS00-055; O bag spring 2018;28; manico nottolino allungabile;HLESNB00;ECS00;055;nero;black;
CodeBarre;HLESNB00-ECS00-084; O bag spring 2018;28; manico nottolino allungabile;HLESNB00;ECS00;084;testa di moro;dark brown;
CodeBarre;HLESP000-ECS06-039; O bag spring 2018;28; manico piatti lungo ecopelle;HLESP000;ECS06;039;grigio;grey;
CodeBarre;HLESP000-ECS06-048; O bag spring 2018;28; manico piatti lungo ecopelle;HLESP000;ECS06;048;mattone;brick;
CodeBarre;HLESP000-ECS06-089; O bag spring 2018;28; manico piatti lungo ecopelle;HLESP000;ECS06;089;verde;green;
CodeBarre;HLESX100-ECS00-009; O bag spring 2018;29; manico extra slim angular;HLESX100;ECS00;009;blu;blue;
CodeBarre;HLESX100-ECS00-036; O bag spring 2018;29; manico extra slim angular;HLESX100;ECS00;036;giallo;yellow;
CodeBarre;HLESX100-ECS00-076; O bag spring 2018;29; manico extra slim angular;HLESX100;ECS00;076;rosso;red;
CodeBarre;HLESX110-ECS00-054; O bag spring 2018;29; manico extra slim angular;HLESX110;ECS00;054;naturale;natural;
CodeBarre;HLESX110-ECS00-055; O bag spring 2018;29; manico extra slim angular;HLESX110;ECS00;055;nero;black;
CodeBarre;HLESX110-ECS00-084; O bag spring 2018;29; manico extra slim angular;HLESX110;ECS00;084;testa di moro;dark brown;
CodeBarre;HLESX110-ECS07-063; O bag spring 2018;30; manico extra slim angular;HLESX110;ECS07;063;ottanio;teal;
CodeBarre;HLESX110-ECS07-089; O bag spring 2018;30; manico extra slim angular;HLESX110;ECS07;089;verde;green;
CodeBarre;HLESX110-ECS07-183; O bag spring 2018;30; manico extra slim angular;HLESX110;ECS07;183;viola;violet;
CodeBarre;HLESX200-ECS08-055; O bag spring 2018;30; manico extra slim goccia;HLESX200;ECS08;055;nero;black;
CodeBarre;HLESX200-ECS27-018; O bag spring 2018;31; manico extra slim goccia;HLESX200;ECS27;018;bordeaux;burgundy;
CodeBarre;HLESX200-ECS13-006; O bag spring 2018;31; manico extra slim goccia;HLESX200;ECS13;006;avorio;ivory;
CodeBarre;HLESX200-ECS13-087; O bag spring 2018;31; manico extra slim goccia;HLESX200;ECS13;087;taupe;taupe;
CodeBarre;HLESX200-ECS13-039; O bag spring 2018;31; manico extra slim goccia;HLESX200;ECS13;039;grigio;grey;
CodeBarre;HLESX200-ECS13-084; O bag spring 2018;31; manico extra slim goccia;HLESX200;ECS13;084;testa di moro;dark brown;
CodeBarre;HLESF300-PES00-055; O bag spring 2018;32; manico con fibbia rombo;HLESF300;PES00;055;nero;black;
CodeBarre;HLESF300-PES00-084; O bag spring 2018;32; manico con fibbia rombo;HLESF300;PES00;084;testa di moro;dark brown;
CodeBarre;HLESF300-PES00-093; O bag spring 2018;32; manico con fibbia rombo;HLESF300;PES00;093;vino;wine;
CodeBarre;HLESF300-PES00-055; O bag spring 2018;33; manico con fibbia rombo;HLESF300;PES00;055;nero;black;
