Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Code barre;Couleur it;Couleur en;
 O bag flash beach 2018;34; bordo O bag tessuto iuta;OBAGT001;TESM8;371;;latte;milk;
 O bag flash beach 2018;34; bordo O bag tessuto iuta;OBAGT001;TESM8;055;;nero;black;
 O bag flash beach 2018;34; bordo O bag tessuto iuta;OBAGT001;TESM8;519;;cedro/pink/rosso;cedro/pink/red;
 O bag flash beach 2018;35; bordo O bag mini tessuto;OBAGT002;TESM4;509;;moka;moka;
 O bag flash beach 2018;35; bordo O bag mini tessuto;OBAGT002;TESO6;519;;cedro/pink/rosso;cedro/pink/red;
 O bag flash beach 2018;35; bordo O bag mini tessuto;OBAGT002;TESO6;371;;latte;milk;
 O bag flash beach 2018;35; bordo O bag mini tessuto;OBAGT002;TESO6;055;;nero;black;
 O bag flash beach 2018;38; sacca interna zip O bag;OBAGS001;TES01;484;;coral;coral;
 O bag flash beach 2018;38; sacca interna zip O bag;OBAGS001;TES01;347;;cedro;cedro;
 O bag flash beach 2018;38; sacca interna zip O bag;OBAGS001;TES01;485;;atlantic;atlantic;
 O bag flash beach 2018;38; sacca interna zip O bag;OBAGS001;TES01;486;;pink;pink;
 O bag flash beach 2018;38; sacca interna zip O bag;OBAGS001;TESK7;484;;coral;coral;
 O bag flash beach 2018;38; sacca interna zip O bag;OBAGS001;TESK7;347;;cedro;cedro;
 O bag flash beach 2018;39; sacca interna zip O bag;OBAGS001;TESN6;484;;coral;coral;
 O bag flash beach 2018;39; sacca interna zip O bag;OBAGS001;TESN6;072;;rosa;pink;
 O bag flash beach 2018;40; sacca interna zip O bag mini;OBAGS002;TES01;484;;coral;coral;
 O bag flash beach 2018;40; sacca interna zip O bag mini;OBAGS002;TES01;347;;cedro;cedro;
 O bag flash beach 2018;40; sacca interna zip O bag mini;OBAGS002;TESK7;484;;coral;coral;
 O bag flash beach 2018;40; sacca interna zip O bag mini;OBAGS002;TESK7;347;;cedro;cedro;
 O bag flash beach 2018;40; sacca interna zip O bag mini;OBAGS002;TESK7;485;;atlantic;atlantic;
 O bag flash beach 2018;40; sacca interna zip O bag mini;OBAGS002;TESK7;486;;pink;pink;
 O bag flash beach 2018;41; sacca interna zip O bag mini;OBAGS002;TESN6;484;;coral;coral;
 O bag flash beach 2018;41; sacca interna zip O bag mini;OBAGS002;TESN6;072;;rosa;pink;
 O bag flash beach 2018;41; sacca interna coulisse O bag;OBAGS102;TESN7;125;;multicolor;multicolour;
 O bag flash beach 2018;42; sacca interna coulisse O bag;OBAGS102;TESN5;125;;multicolor;multicolour;
 O bag flash beach 2018;43; sacca interna zip O bag ‘50;OBAGS009;TES01;484;;coral;coral;
 O bag flash beach 2018;43; sacca interna zip O bag ‘50;OBAGS009;TES01;347;;cedro;cedro;
 O bag flash beach 2018;43; sacca interna zip O bag ‘50;OBAGS009;TES01;485;;atlantic;atlantic;
 O bag flash beach 2018;43; sacca interna zip O bag ‘50;OBAGS009;TES01;486;;pink;pink;
 O bag flash beach 2018;44; sacca interna zip O city;OBAGS010;TES01;484;;coral;coral;
 O bag flash beach 2018;44; sacca interna zip O city;OBAGS010;TES01;347;;cedro;cedro;
 O bag flash beach 2018;44; sacca interna zip O city;OBAGS010;TES01;485;;atlantic;atlantic;
 O bag flash beach 2018;44; sacca interna zip O city;OBAGS010;TESL9;484;;coral;coral;
 O bag flash beach 2018;45; sacca interna zip O city;OBAGS010;TESN5;125;;multicolor;multicolour;
 O bag flash beach 2018;46; sacca interna zip O bag;OBAGS016;TES01;484;;coral;coral;
 O bag flash beach 2018;46; sacca interna zip O bag;OBAGS016;TES01;347;;cedro;cedro;
 O bag flash beach 2018;46; sacca interna zip O bag;OBAGS016;TES01;485;;atlantic;atlantic;
 O bag flash beach 2018;46; sacca interna zip O bag;OBAGS016;TES01;486;;pink;pink;
 O bag flash beach 2018;46; sacca interna zip O bag;OBAGS016;TESK7;484;;coral;coral;
 O bag flash beach 2018;46; sacca interna zip O bag;OBAGS016;TESK7;347;;cedro;cedro;
 O bag flash beach 2018;47; sacca interna zip O bag;OBAGS016;TESN6;484;;coral;coral;
 O bag flash beach 2018;47; sacca interna zip O bag;OBAGS016;TESN6;072;;rosa;pink;
 O bag flash beach 2018;48; sacca interna zip O bag;OBAGS017;TESK7;484;;coral;coral;
 O bag flash beach 2018;48; sacca interna zip O bag;OBAGS017;TESK7;347;;cedro;cedro;
 O bag flash beach 2018;48; sacca interna zip O bag;OBAGS017;TESN6;484;;coral;coral;
 O bag flash beach 2018;48; sacca interna zip O bag;OBAGS017;TESN6;072;;rosa;pink;
 O bag flash beach 2018;49; sacca interna coulisse O;OBAGS121;TESL9;484;;coral;coral;
 O bag flash beach 2018;49; sacca interna coulisse O;OBAGS121;TESM6;125;;multicolor;multicolour;
 O bag flash beach 2018;50; sacca interna coulisse O;OBAGS121;TESM7;054;;naturale;natural;
 O bag flash beach 2018;50; sacca interna coulisse O;OBAGS121;TESN7;125;;multicolor;multicolour;
 O bag flash beach 2018;51; sacca interna coulisse O bag;OBAGS112;TESN6;484;;coral;coral;
 O bag flash beach 2018;51; sacca interna coulisse O bag;OBAGS112;TESN6;072;;rosa;pink;
 O bag flash beach 2018;51; sacca interna coulisse O bag;OBAGS112;TESM7;054;;naturale;natural;
 O bag flash beach 2018;52; sacca interna coulisse O bag;OBAGS118;TESM7;054;;naturale;natural;
 O bag flash beach 2018;52; sacca interna coulisse O bag;OBAGS118;TESN5;125;;multicolor;multicolour;
 O bag flash beach 2018;53; sacca interna coulisse O bag;OBAGS118;TESN7;125;;multicolor;multicolour;
 O bag flash beach 2018;0; sacca interna zip O bag;OBAGS018;TESN6;484;;coral;coral;
 O bag flash beach 2018;0; sacca interna zip O bag;OBAGS018;TESN6;072;;rosa;pink;
 O bag flash beach 2018;54; sacca interna zip O bag;OBAGS028;TESN5;125;;multicolor;multicolour;
 O bag flash beach 2018;54; sacca interna zip O bag;OBAGS028;TESK7;484;;coral;coral;
 O bag flash beach 2018;54; sacca interna zip O bag;OBAGS028;TESK7;347;;cedro;cedro;
 O bag flash beach 2018;58; pattina girello O pocket;OBAGPA06;TESM6;125;;multicolor;multicolour;
 O bag flash beach 2018;58; pattina girello O pocket;OBAGPA06;TESM4;509;;moka;moka;
 O bag flash beach 2018;59; pattina O pocket tessuto iuta;OBAGP006;TESO6;371;;latte;milk;
 O bag flash beach 2018;59; pattina O pocket tessuto iuta;OBAGP006;TESO6;055;;nero;black;
 O bag flash beach 2018;59; pattina O pocket tessuto;OBAGP006;TESN5;125;;multicolor;multicolour;
 O bag flash beach 2018;60; pattina girello O pocket;OBAGPA24;TESM7;484;;coral;coral;
 O bag flash beach 2018;60; pattina girello O pocket;OBAGPA24;TESM7;054;;naturale;natural;
 O bag flash beach 2018;64; scocca O square EVA;OBAGB019;EVS00;485;;atlantic;atlantic;
 O bag flash beach 2018;64; scocca O square EVA;OBAGB019;EVS00;347;;cedro;cedro;
 O bag flash beach 2018;64; scocca O square EVA;OBAGB019;EVS00;486;;pink;pink;
 O bag flash beach 2018;64; scocca O square EVA;OBAGB019;EVS00;484;;coral;coral;
